"nom_mun","edad","pob_tot","pob_h","pob_m","CVEGEO"
"Ixtlahuaca","10 Años",3224,1642,1582,"15 042"
"Ixtlahuaca","11 Años",2969,1503,1466,"15 042"
"Ixtlahuaca","12 Años",3218,1639,1579,"15 042"
"Ixtlahuaca","13 Años",3154,1584,1570,"15 042"
"Ixtlahuaca","14 Años",3090,1549,1541,"15 042"
"Ixtlahuaca","15 Años",3261,1623,1638,"15 042"
"Ixtlahuaca","16 Años",2915,1491,1424,"15 042"
"Ixtlahuaca","17 Años",3155,1662,1493,"15 042"
"Ixtlahuaca","18 Años",3160,1580,1580,"15 042"
"Ixtlahuaca","19 Años",2736,1338,1398,"15 042"
"Ixtlahuaca","20 Años",3134,1565,1569,"15 042"
"Ixtlahuaca","21 Años",2574,1309,1265,"15 042"
"Ixtlahuaca","22 Años",2839,1409,1430,"15 042"
"Ixtlahuaca","23 Años",2587,1291,1296,"15 042"
"Ixtlahuaca","24 Años",2701,1273,1428,"15 042"
"Jaltenco","Total",28217,13645,14572,"15 044"
"Jaltenco","3 Años",435,213,222,"15 044"
"Jaltenco","4 Años",443,212,231,"15 044"
"Jaltenco","5 Años",488,261,227,"15 044"
"Jaltenco","6 Años",409,217,192,"15 044"
"Jaltenco","7 Años",445,214,231,"15 044"
"Jaltenco","8 Años",452,239,213,"15 044"
"Jaltenco","9 Años",446,249,197,"15 044"
"Jaltenco","10 Años",491,254,237,"15 044"
"Jaltenco","11 Años",461,240,221,"15 044"
"Jaltenco","12 Años",506,258,248,"15 044"
"Jaltenco","13 Años",503,265,238,"15 044"
"Jaltenco","14 Años",495,252,243,"15 044"
"Jaltenco","15 Años",483,252,231,"15 044"
"Jaltenco","16 Años",466,228,238,"15 044"
"Jaltenco","17 Años",494,234,260,"15 044"
"Jaltenco","18 Años",473,247,226,"15 044"
"Jaltenco","19 Años",479,271,208,"15 044"
"Jaltenco","20 Años",549,280,269,"15 044"
"Jaltenco","21 Años",447,216,231,"15 044"
"Jaltenco","22 Años",433,209,224,"15 044"
"Jaltenco","23 Años",404,194,210,"15 044"
"Jaltenco","24 Años",475,235,240,"15 044"
"Jilotepec","Total",87671,42810,44861,"15 045"
"Jilotepec","3 Años",1585,813,772,"15 045"
"Jilotepec","4 Años",1603,835,768,"15 045"
"Jilotepec","5 Años",1517,758,759,"15 045"
"Jilotepec","6 Años",1447,739,708,"15 045"
"Jilotepec","7 Años",1452,719,733,"15 045"
"Jilotepec","8 Años",1582,829,753,"15 045"
"Jilotepec","9 Años",1439,752,687,"15 045"
"Jilotepec","10 Años",1636,805,831,"15 045"
"Jilotepec","11 Años",1544,791,753,"15 045"
"Jilotepec","12 Años",1637,804,833,"15 045"
"Jilotepec","13 Años",1602,809,793,"15 045"
"Jilotepec","14 Años",1642,831,811,"15 045"
"Jilotepec","15 Años",1623,803,820,"15 045"
"Jilotepec","16 Años",1565,810,755,"15 045"
"Jilotepec","17 Años",1766,903,863,"15 045"
"Jilotepec","18 Años",1619,819,800,"15 045"
"Jilotepec","19 Años",1485,713,772,"15 045"
"Jilotepec","20 Años",1649,830,819,"15 045"
"Jilotepec","21 Años",1311,667,644,"15 045"
"Jilotepec","22 Años",1642,791,851,"15 045"
"Jilotepec","23 Años",1423,713,710,"15 045"
"Jilotepec","24 Años",1514,708,806,"15 045"
"Jilotzingo","Total",19877,9719,10158,"15 046"
"Jilotzingo","3 Años",364,195,169,"15 046"
"Jilotzingo","4 Años",344,185,159,"15 046"
"Jilotzingo","5 Años",334,163,171,"15 046"
"Jilotzingo","6 Años",295,142,153,"15 046"
"Jilotzingo","7 Años",321,148,173,"15 046"
"Jilotzingo","8 Años",381,206,175,"15 046"
"Jilotzingo","9 Años",361,191,170,"15 046"
"Jilotzingo","10 Años",424,212,212,"15 046"
"Jilotzingo","11 Años",323,171,152,"15 046"
"Jilotzingo","12 Años",380,182,198,"15 046"
"Jilotzingo","13 Años",362,186,176,"15 046"
"Jilotzingo","14 Años",334,160,174,"15 046"
"Jilotzingo","15 Años",376,206,170,"15 046"
"Jilotzingo","16 Años",357,162,195,"15 046"
"Jilotzingo","17 Años",386,176,210,"15 046"
"Jilotzingo","18 Años",372,182,190,"15 046"
"Jilotzingo","19 Años",345,173,172,"15 046"
"Jilotzingo","20 Años",378,196,182,"15 046"
"Jilotzingo","21 Años",338,164,174,"15 046"
"Jilotzingo","22 Años",306,168,138,"15 046"
"Jilotzingo","23 Años",278,129,149,"15 046"
"Jilotzingo","24 Años",317,155,162,"15 046"
"Jiquipilco","Total",76826,36464,40362,"15 047"
"Jiquipilco","3 Años",1542,801,741,"15 047"
"Jiquipilco","4 Años",1578,747,831,"15 047"
"Jiquipilco","5 Años",1564,803,761,"15 047"
"Jiquipilco","6 Años",1539,793,746,"15 047"
"Jiquipilco","7 Años",1572,763,809,"15 047"
"Jiquipilco","8 Años",1576,816,760,"15 047"
"Jiquipilco","9 Años",1517,768,749,"15 047"
"Jiquipilco","10 Años",1675,815,860,"15 047"
"Jiquipilco","11 Años",1542,778,764,"15 047"
"Jiquipilco","12 Años",1636,790,846,"15 047"
"Jiquipilco","13 Años",1563,753,810,"15 047"
"Jiquipilco","14 Años",1646,795,851,"15 047"
"Jiquipilco","15 Años",1646,851,795,"15 047"
"Jiquipilco","16 Años",1520,772,748,"15 047"
"Jiquipilco","17 Años",1567,754,813,"15 047"
"Jiquipilco","18 Años",1612,793,819,"15 047"
"Jiquipilco","19 Años",1370,658,712,"15 047"
"Jiquipilco","20 Años",1486,725,761,"15 047"
"Jiquipilco","21 Años",1178,558,620,"15 047"
"Jiquipilco","22 Años",1277,598,679,"15 047"
"Jiquipilco","23 Años",1258,606,652,"15 047"
"Jiquipilco","24 Años",1254,616,638,"15 047"
"Jocotitlán","Total",69264,33245,36019,"15 048"
"Jocotitlán","3 Años",1174,598,576,"15 048"
"Jocotitlán","4 Años",1195,603,592,"15 048"
"Jocotitlán","5 Años",1221,607,614,"15 048"
"Jocotitlán","6 Años",1247,637,610,"15 048"
"Jocotitlán","7 Años",1252,622,630,"15 048"
"Jocotitlán","8 Años",1227,595,632,"15 048"
"Jocotitlán","9 Años",1260,606,654,"15 048"
"Jocotitlán","10 Años",1382,711,671,"15 048"
"Jocotitlán","11 Años",1262,633,629,"15 048"
"Jocotitlán","12 Años",1349,679,670,"15 048"
"Jocotitlán","13 Años",1277,657,620,"15 048"
"Jocotitlán","14 Años",1345,683,662,"15 048"
"Jocotitlán","15 Años",1302,668,634,"15 048"
"Jocotitlán","16 Años",1269,631,638,"15 048"
"Jocotitlán","17 Años",1313,643,670,"15 048"
"Jocotitlán","18 Años",1450,697,753,"15 048"
"Jocotitlán","19 Años",1116,535,581,"15 048"
"Jocotitlán","20 Años",1343,656,687,"15 048"
"Jocotitlán","21 Años",1016,508,508,"15 048"
"Jocotitlán","22 Años",1238,608,630,"15 048"
"Jocotitlán","23 Años",1096,543,553,"15 048"
"Jocotitlán","24 Años",1096,544,552,"15 048"
"Joquicingo","Total",15428,7543,7885,"15 049"
"Joquicingo","3 Años",280,142,138,"15 049"
"Joquicingo","4 Años",334,161,173,"15 049"
"Joquicingo","5 Años",307,161,146,"15 049"
"Joquicingo","6 Años",314,157,157,"15 049"
"Joquicingo","7 Años",349,197,152,"15 049"
"Joquicingo","8 Años",314,164,150,"15 049"
"Joquicingo","9 Años",328,168,160,"15 049"
"Joquicingo","10 Años",332,177,155,"15 049"
"Joquicingo","11 Años",311,160,151,"15 049"
"Joquicingo","12 Años",308,150,158,"15 049"
"Joquicingo","13 Años",302,151,151,"15 049"
"Joquicingo","14 Años",275,134,141,"15 049"
"Joquicingo","15 Años",285,148,137,"15 049"
"Joquicingo","16 Años",279,140,139,"15 049"
"Joquicingo","17 Años",277,147,130,"15 049"
"Joquicingo","18 Años",298,157,141,"15 049"
"Joquicingo","19 Años",247,115,132,"15 049"
"Joquicingo","20 Años",269,148,121,"15 049"
"Joquicingo","21 Años",217,120,97,"15 049"
"Joquicingo","22 Años",229,101,128,"15 049"
"Joquicingo","23 Años",223,104,119,"15 049"
"Joquicingo","24 Años",230,120,110,"15 049"
"Juchitepec","Total",27116,13143,13973,"15 050"
"Juchitepec","3 Años",531,265,266,"15 050"
"Juchitepec","4 Años",505,267,238,"15 050"
"Juchitepec","5 Años",494,252,242,"15 050"
"Juchitepec","6 Años",481,250,231,"15 050"
"Juchitepec","7 Años",500,238,262,"15 050"
"Juchitepec","8 Años",537,279,258,"15 050"
"Juchitepec","9 Años",511,244,267,"15 050"
"Juchitepec","10 Años",487,237,250,"15 050"
"Juchitepec","11 Años",479,225,254,"15 050"
"Juchitepec","12 Años",491,243,248,"15 050"
"Juchitepec","13 Años",504,249,255,"15 050"
"Juchitepec","14 Años",453,224,229,"15 050"
"Juchitepec","15 Años",535,270,265,"15 050"
"Juchitepec","16 Años",460,220,240,"15 050"
"Juchitepec","17 Años",489,273,216,"15 050"
"Juchitepec","18 Años",504,254,250,"15 050"
"Juchitepec","19 Años",449,245,204,"15 050"
"Juchitepec","20 Años",517,235,282,"15 050"
"Juchitepec","21 Años",409,195,214,"15 050"
"Juchitepec","22 Años",506,244,262,"15 050"
"Juchitepec","23 Años",438,244,194,"15 050"
"Juchitepec","24 Años",474,246,228,"15 050"
"La Paz","Total",304088,148202,155886,"15 070"
"La Paz","3 Años",5508,2801,2707,"15 070"
"La Paz","4 Años",5566,2791,2775,"15 070"
"La Paz","5 Años",5572,2798,2774,"15 070"
"La Paz","6 Años",5089,2564,2525,"15 070"
"La Paz","7 Años",5107,2625,2482,"15 070"
"La Paz","8 Años",5408,2755,2653,"15 070"
"La Paz","9 Años",5175,2611,2564,"15 070"
"La Paz","10 Años",5691,2905,2786,"15 070"
"La Paz","11 Años",5107,2629,2478,"15 070"
"La Paz","12 Años",5486,2828,2658,"15 070"
"La Paz","13 Años",5200,2624,2576,"15 070"
"La Paz","14 Años",5353,2759,2594,"15 070"
"La Paz","15 Años",5424,2761,2663,"15 070"
"La Paz","16 Años",5144,2627,2517,"15 070"
"La Paz","17 Años",5738,2895,2843,"15 070"
"La Paz","18 Años",5938,3107,2831,"15 070"
"La Paz","19 Años",5130,2570,2560,"15 070"
"La Paz","20 Años",5860,2901,2959,"15 070"
"La Paz","21 Años",4711,2329,2382,"15 070"
"La Paz","22 Años",5484,2812,2672,"15 070"
"La Paz","23 Años",5217,2606,2611,"15 070"
"La Paz","24 Años",5504,2708,2796,"15 070"
"Lerma","Total",170327,83968,86359,"15 051"
"Lerma","3 Años",2770,1412,1358,"15 051"
"Lerma","4 Años",2792,1397,1395,"15 051"
"Lerma","5 Años",2861,1452,1409,"15 051"
"Lerma","6 Años",2942,1533,1409,"15 051"
"Lerma","7 Años",2990,1473,1517,"15 051"
"Lerma","8 Años",3145,1571,1574,"15 051"
"Lerma","9 Años",3038,1516,1522,"15 051"
"Lerma","10 Años",3363,1741,1622,"15 051"
"Lerma","11 Años",3060,1577,1483,"15 051"
"Lerma","12 Años",3147,1597,1550,"15 051"
"Lerma","13 Años",2968,1493,1475,"15 051"
"Lerma","14 Años",3043,1525,1518,"15 051"
"Lerma","15 Años",3144,1601,1543,"15 051"
"Lerma","16 Años",3024,1517,1507,"15 051"
"Lerma","17 Años",3210,1661,1549,"15 051"
"Lerma","18 Años",3311,1710,1601,"15 051"
"Lerma","19 Años",2800,1404,1396,"15 051"
"Lerma","20 Años",3298,1718,1580,"15 051"
"Lerma","21 Años",2525,1290,1235,"15 051"
"Lerma","22 Años",2855,1414,1441,"15 051"
"Lerma","23 Años",2684,1351,1333,"15 051"
"Lerma","24 Años",2790,1374,1416,"15 051"
"Luvianos","Total",28822,14087,14735,"15 123"
"Luvianos","3 Años",647,343,304,"15 123"
"Luvianos","4 Años",634,328,306,"15 123"
"Luvianos","5 Años",614,297,317,"15 123"
"Luvianos","6 Años",590,315,275,"15 123"
"Luvianos","7 Años",608,308,300,"15 123"
"Luvianos","8 Años",714,369,345,"15 123"
"Luvianos","9 Años",624,313,311,"15 123"
"Luvianos","10 Años",696,367,329,"15 123"
"Luvianos","11 Años",611,339,272,"15 123"
"Luvianos","12 Años",625,316,309,"15 123"
"Luvianos","13 Años",550,276,274,"15 123"
"Luvianos","14 Años",567,299,268,"15 123"
"Luvianos","15 Años",641,315,326,"15 123"
"Luvianos","16 Años",560,278,282,"15 123"
"Luvianos","17 Años",586,278,308,"15 123"
"Luvianos","18 Años",579,275,304,"15 123"
"Luvianos","19 Años",485,222,263,"15 123"
"Luvianos","20 Años",512,234,278,"15 123"
"Luvianos","21 Años",440,189,251,"15 123"
"Luvianos","22 Años",495,220,275,"15 123"
"Luvianos","23 Años",472,207,265,"15 123"
"Luvianos","24 Años",402,171,231,"15 123"
"Malinalco","Total",28155,13833,14322,"15 052"
"Malinalco","3 Años",563,276,287,"15 052"
"Malinalco","4 Años",512,264,248,"15 052"
"Malinalco","5 Años",480,245,235,"15 052"
"Malinalco","6 Años",446,230,216,"15 052"
"Malinalco","7 Años",529,291,238,"15 052"
"Malinalco","8 Años",595,276,319,"15 052"
"Malinalco","9 Años",523,258,265,"15 052"
"Malinalco","10 Años",621,293,328,"15 052"
"Malinalco","11 Años",531,281,250,"15 052"
"Malinalco","12 Años",530,275,255,"15 052"
"Malinalco","13 Años",563,280,283,"15 052"
"Malinalco","14 Años",538,282,256,"15 052"
"Malinalco","15 Años",566,272,294,"15 052"
"Malinalco","16 Años",505,267,238,"15 052"
"Malinalco","17 Años",525,265,260,"15 052"
"Malinalco","18 Años",538,272,266,"15 052"
"Malinalco","19 Años",479,231,248,"15 052"
"Malinalco","20 Años",553,281,272,"15 052"
"Malinalco","21 Años",405,200,205,"15 052"
"Malinalco","22 Años",420,202,218,"15 052"
"Malinalco","23 Años",443,214,229,"15 052"
"Malinalco","24 Años",450,223,227,"15 052"
"Melchor Ocampo","Total",61220,29907,31313,"15 053"
"Melchor Ocampo","3 Años",1079,534,545,"15 053"
"Melchor Ocampo","4 Años",1014,533,481,"15 053"
"Melchor Ocampo","5 Años",1009,513,496,"15 053"
"Melchor Ocampo","6 Años",998,511,487,"15 053"
"Melchor Ocampo","7 Años",1033,506,527,"15 053"
"Melchor Ocampo","8 Años",1154,592,562,"15 053"
"Melchor Ocampo","9 Años",992,491,501,"15 053"
"Melchor Ocampo","10 Años",1168,591,577,"15 053"
"Melchor Ocampo","11 Años",1065,534,531,"15 053"
"Melchor Ocampo","12 Años",1157,589,568,"15 053"
"Melchor Ocampo","13 Años",1107,572,535,"15 053"
"Melchor Ocampo","14 Años",1105,566,539,"15 053"
"Melchor Ocampo","15 Años",1135,562,573,"15 053"
"Melchor Ocampo","16 Años",1083,560,523,"15 053"
"Melchor Ocampo","17 Años",1172,601,571,"15 053"
"Melchor Ocampo","18 Años",1259,642,617,"15 053"
"Melchor Ocampo","19 Años",999,506,493,"15 053"
"Melchor Ocampo","20 Años",1178,564,614,"15 053"
"Melchor Ocampo","21 Años",1007,508,499,"15 053"
"Melchor Ocampo","22 Años",1083,550,533,"15 053"
"Melchor Ocampo","23 Años",934,465,469,"15 053"
"Melchor Ocampo","24 Años",993,469,524,"15 053"
"Metepec","Total",242307,115997,126310,"15 054"
"Metepec","3 Años",3316,1692,1624,"15 054"
"Metepec","4 Años",3462,1765,1697,"15 054"
"Metepec","5 Años",3303,1674,1629,"15 054"
"Metepec","6 Años",3179,1585,1594,"15 054"
"Metepec","7 Años",3236,1605,1631,"15 054"
"Metepec","8 Años",3482,1797,1685,"15 054"
"Metepec","9 Años",3324,1730,1594,"15 054"
"Metepec","10 Años",3804,1942,1862,"15 054"
"Metepec","11 Años",3520,1751,1769,"15 054"
"Metepec","12 Años",3873,1950,1923,"15 054"
"Metepec","13 Años",3674,1840,1834,"15 054"
"Metepec","14 Años",3685,1866,1819,"15 054"
"Metepec","15 Años",3915,2065,1850,"15 054"
"Metepec","16 Años",3644,1846,1798,"15 054"
"Metepec","17 Años",4042,2069,1973,"15 054"
"Metepec","18 Años",4206,2138,2068,"15 054"
"Metepec","19 Años",3713,1893,1820,"15 054"
"Metepec","20 Años",4272,2132,2140,"15 054"
"Metepec","21 Años",3545,1782,1763,"15 054"
"Metepec","22 Años",3912,1974,1938,"15 054"
"Metepec","23 Años",3644,1775,1869,"15 054"
"Metepec","24 Años",3541,1783,1758,"15 054"
"Mexicaltzingo","Total",13807,6753,7054,"15 055"
"Mexicaltzingo","3 Años",217,107,110,"15 055"
"Mexicaltzingo","4 Años",251,124,127,"15 055"
"Mexicaltzingo","5 Años",237,116,121,"15 055"
"Mexicaltzingo","6 Años",227,113,114,"15 055"
"Mexicaltzingo","7 Años",253,125,128,"15 055"
"Mexicaltzingo","8 Años",239,126,113,"15 055"
"Mexicaltzingo","9 Años",218,115,103,"15 055"
"Mexicaltzingo","10 Años",246,138,108,"15 055"
"Mexicaltzingo","11 Años",255,133,122,"15 055"
"Mexicaltzingo","12 Años",262,131,131,"15 055"
"Mexicaltzingo","13 Años",270,122,148,"15 055"
"Mexicaltzingo","14 Años",240,126,114,"15 055"
"Mexicaltzingo","15 Años",263,140,123,"15 055"
"Mexicaltzingo","16 Años",233,116,117,"15 055"
"Mexicaltzingo","17 Años",265,133,132,"15 055"
"Mexicaltzingo","18 Años",278,150,128,"15 055"
"Mexicaltzingo","19 Años",203,103,100,"15 055"
"Mexicaltzingo","20 Años",273,122,151,"15 055"
"Mexicaltzingo","21 Años",205,112,93,"15 055"
"Mexicaltzingo","22 Años",270,133,137,"15 055"
"Mexicaltzingo","23 Años",227,130,97,"15 055"
"Mexicaltzingo","24 Años",224,109,115,"15 055"
"Morelos","Total",33164,15970,17194,"15 056"
"Morelos","3 Años",689,375,314,"15 056"
"Morelos","4 Años",714,368,346,"15 056"
"Morelos","5 Años",691,330,361,"15 056"
"Morelos","6 Años",671,323,348,"15 056"
"Morelos","7 Años",644,321,323,"15 056"
"Morelos","8 Años",677,359,318,"15 056"
"Morelos","9 Años",637,340,297,"15 056"
"Morelos","10 Años",704,364,340,"15 056"
"Morelos","11 Años",648,320,328,"15 056"
"Morelos","12 Años",711,352,359,"15 056"
"Morelos","13 Años",692,343,349,"15 056"
"Morelos","14 Años",688,334,354,"15 056"
"Morelos","15 Años",690,368,322,"15 056"
"Morelos","16 Años",622,317,305,"15 056"
"Morelos","17 Años",622,304,318,"15 056"
"Morelos","18 Años",660,355,305,"15 056"
"Morelos","19 Años",543,261,282,"15 056"
"Morelos","20 Años",652,324,328,"15 056"
"Morelos","21 Años",538,260,278,"15 056"
"Morelos","22 Años",578,254,324,"15 056"
"Morelos","23 Años",549,260,289,"15 056"
"Morelos","24 Años",502,258,244,"15 056"
"Naucalpan de Juárez","Total",834434,402495,431939,"15 057"
"Naucalpan de Juárez","3 Años",11911,5960,5951,"15 057"
"Naucalpan de Juárez","4 Años",12141,6177,5964,"15 057"
"Naucalpan de Juárez","5 Años",12166,6144,6022,"15 057"
"Naucalpan de Juárez","6 Años",10785,5540,5245,"15 057"
"Naucalpan de Juárez","7 Años",11285,5665,5620,"15 057"
"Naucalpan de Juárez","8 Años",11981,6077,5904,"15 057"
"Naucalpan de Juárez","9 Años",11201,5707,5494,"15 057"
"Naucalpan de Juárez","10 Años",13332,6792,6540,"15 057"
"Naucalpan de Juárez","11 Años",11676,5892,5784,"15 057"
"Naucalpan de Juárez","12 Años",13057,6672,6385,"15 057"
"Naucalpan de Juárez","13 Años",12440,6232,6208,"15 057"
"Naucalpan de Juárez","14 Años",12321,6247,6074,"15 057"
"Naucalpan de Juárez","15 Años",12977,6579,6398,"15 057"
"Naucalpan de Juárez","16 Años",12432,6291,6141,"15 057"
"Naucalpan de Juárez","17 Años",13414,6825,6589,"15 057"
"Naucalpan de Juárez","18 Años",14895,7578,7317,"15 057"
"Naucalpan de Juárez","19 Años",12574,6335,6239,"15 057"
"Naucalpan de Juárez","20 Años",15619,7907,7712,"15 057"
"Naucalpan de Juárez","21 Años",12008,6091,5917,"15 057"
"Naucalpan de Juárez","22 Años",14079,6931,7148,"15 057"
"Naucalpan de Juárez","23 Años",13066,6522,6544,"15 057"
"Naucalpan de Juárez","24 Años",12827,6304,6523,"15 057"
"Nextlalpan","Total",57082,27988,29094,"15 059"
"Nextlalpan","3 Años",1060,533,527,"15 059"
"Nextlalpan","4 Años",1092,538,554,"15 059"
"Nextlalpan","5 Años",1115,624,491,"15 059"
"Nextlalpan","6 Años",1137,602,535,"15 059"
"Nextlalpan","7 Años",1179,601,578,"15 059"
"Nextlalpan","8 Años",1260,616,644,"15 059"
"Nextlalpan","9 Años",1136,558,578,"15 059"
"Nextlalpan","10 Años",1319,694,625,"15 059"
"Nextlalpan","11 Años",1191,598,593,"15 059"
"Nextlalpan","12 Años",1211,608,603,"15 059"
"Nextlalpan","13 Años",1142,577,565,"15 059"
"Nextlalpan","14 Años",1140,564,576,"15 059"
"Nextlalpan","15 Años",1089,550,539,"15 059"
"Nextlalpan","16 Años",934,447,487,"15 059"
"Nextlalpan","17 Años",1048,536,512,"15 059"
"Nextlalpan","18 Años",1030,519,511,"15 059"
"Nextlalpan","19 Años",883,428,455,"15 059"
"Nextlalpan","20 Años",974,450,524,"15 059"
"Nextlalpan","21 Años",844,428,416,"15 059"
"Nextlalpan","22 Años",910,440,470,"15 059"
"Nextlalpan","23 Años",803,404,399,"15 059"
"Nextlalpan","24 Años",786,365,421,"15 059"
"Nezahualcóyotl","Total",1077208,519922,557286,"15 058"
"Nezahualcóyotl","3 Años",14521,7312,7209,"15 058"
"Nezahualcóyotl","4 Años",15255,7764,7491,"15 058"
"Nezahualcóyotl","5 Años",15593,7873,7720,"15 058"
"Nezahualcóyotl","6 Años",13762,6933,6829,"15 058"
"Nezahualcóyotl","7 Años",14397,7333,7064,"15 058"
"Nezahualcóyotl","8 Años",15289,7803,7486,"15 058"
"Nezahualcóyotl","9 Años",14001,7083,6918,"15 058"
"Nezahualcóyotl","10 Años",16096,8128,7968,"15 058"
"Nezahualcóyotl","11 Años",14740,7370,7370,"15 058"
"Nezahualcóyotl","12 Años",16190,8154,8036,"15 058"
"Nezahualcóyotl","13 Años",15222,7705,7517,"15 058"
"Nezahualcóyotl","14 Años",15684,7868,7816,"15 058"
"Nezahualcóyotl","15 Años",16344,8416,7928,"15 058"
"Nezahualcóyotl","16 Años",15871,8042,7829,"15 058"
"Nezahualcóyotl","17 Años",17008,8586,8422,"15 058"
"Nezahualcóyotl","18 Años",18630,9657,8973,"15 058"
"Nezahualcóyotl","19 Años",15688,7932,7756,"15 058"
"Nezahualcóyotl","20 Años",19169,9659,9510,"15 058"
"Nezahualcóyotl","21 Años",15554,8009,7545,"15 058"
"Nezahualcóyotl","22 Años",18192,9358,8834,"15 058"
"Nezahualcóyotl","23 Años",16840,8588,8252,"15 058"
"Nezahualcóyotl","24 Años",17089,8586,8503,"15 058"
"Nicolás Romero","Total",430601,209774,220827,"15 060"
"Nicolás Romero","3 Años",6445,3194,3251,"15 060"
"Nicolás Romero","4 Años",6846,3355,3491,"15 060"
"Nicolás Romero","5 Años",6975,3490,3485,"15 060"
"Nicolás Romero","6 Años",6895,3448,3447,"15 060"
"Nicolás Romero","7 Años",7369,3715,3654,"15 060"
"Nicolás Romero","8 Años",7513,3787,3726,"15 060"
"Nicolás Romero","9 Años",7138,3601,3537,"15 060"
"Nicolás Romero","10 Años",7750,3901,3849,"15 060"
"Nicolás Romero","11 Años",7234,3636,3598,"15 060"
"Nicolás Romero","12 Años",7714,3907,3807,"15 060"
"Nicolás Romero","13 Años",7513,3768,3745,"15 060"
"Nicolás Romero","14 Años",7528,3726,3802,"15 060"
"Nicolás Romero","15 Años",7794,3971,3823,"15 060"
"Nicolás Romero","16 Años",7450,3773,3677,"15 060"
"Nicolás Romero","17 Años",7958,4047,3911,"15 060"
"Nicolás Romero","18 Años",8292,4255,4037,"15 060"
"Nicolás Romero","19 Años",7053,3521,3532,"15 060"
"Nicolás Romero","20 Años",8118,4045,4073,"15 060"
"Nicolás Romero","21 Años",6774,3455,3319,"15 060"
"Nicolás Romero","22 Años",7694,3865,3829,"15 060"
"Nicolás Romero","23 Años",7102,3575,3527,"15 060"
"Nicolás Romero","24 Años",6754,3290,3464,"15 060"
"Nopaltepec","Total",10351,5090,5261,"15 061"
"Nopaltepec","3 Años",160,82,78,"15 061"
"Nopaltepec","4 Años",164,85,79,"15 061"
"Nopaltepec","5 Años",157,66,91,"15 061"
"Nopaltepec","6 Años",163,73,90,"15 061"
"Nopaltepec","7 Años",170,82,88,"15 061"
"Nopaltepec","8 Años",164,94,70,"15 061"
"Nopaltepec","9 Años",171,86,85,"15 061"
"Nopaltepec","10 Años",191,100,91,"15 061"
"Nopaltepec","11 Años",187,100,87,"15 061"
"Nopaltepec","12 Años",172,74,98,"15 061"
"Nopaltepec","13 Años",224,116,108,"15 061"
"Nopaltepec","14 Años",201,101,100,"15 061"
"Nopaltepec","15 Años",197,95,102,"15 061"
"Nopaltepec","16 Años",167,77,90,"15 061"
"Nopaltepec","17 Años",226,114,112,"15 061"
"Nopaltepec","18 Años",196,105,91,"15 061"
"Nopaltepec","19 Años",188,90,98,"15 061"
"Nopaltepec","20 Años",218,115,103,"15 061"
"Nopaltepec","21 Años",151,74,77,"15 061"
"Nopaltepec","22 Años",190,94,96,"15 061"
"Nopaltepec","23 Años",157,77,80,"15 061"
"Nopaltepec","24 Años",164,90,74,"15 061"
"Ocoyoacac","Total",72103,35221,36882,"15 062"
"Ocoyoacac","3 Años",1143,622,521,"15 062"
"Ocoyoacac","4 Años",1202,580,622,"15 062"
"Ocoyoacac","5 Años",1177,598,579,"15 062"
"Ocoyoacac","6 Años",1110,550,560,"15 062"
"Ocoyoacac","7 Años",1144,584,560,"15 062"
"Ocoyoacac","8 Años",1258,654,604,"15 062"
"Ocoyoacac","9 Años",1160,570,590,"15 062"
"Ocoyoacac","10 Años",1274,680,594,"15 062"
"Ocoyoacac","11 Años",1260,640,620,"15 062"
"Ocoyoacac","12 Años",1350,635,715,"15 062"
"Ocoyoacac","13 Años",1233,643,590,"15 062"
"Ocoyoacac","14 Años",1226,651,575,"15 062"
"Ocoyoacac","15 Años",1261,616,645,"15 062"
"Ocoyoacac","16 Años",1183,594,589,"15 062"
"Ocoyoacac","17 Años",1355,703,652,"15 062"
"Ocoyoacac","18 Años",1397,702,695,"15 062"
"Ocoyoacac","19 Años",1196,602,594,"15 062"
"Ocoyoacac","20 Años",1384,706,678,"15 062"
"Ocoyoacac","21 Años",1127,537,590,"15 062"
"Ocoyoacac","22 Años",1221,610,611,"15 062"
"Ocoyoacac","23 Años",1149,580,569,"15 062"
"Ocoyoacac","24 Años",1187,563,624,"15 062"
"Ocuilan","Total",36223,17645,18578,"15 063"
"Ocuilan","3 Años",756,375,381,"15 063"
"Ocuilan","4 Años",729,372,357,"15 063"
"Ocuilan","5 Años",751,378,373,"15 063"
"Ocuilan","6 Años",772,389,383,"15 063"
"Ocuilan","7 Años",766,372,394,"15 063"
"Ocuilan","8 Años",783,393,390,"15 063"
"Ocuilan","9 Años",763,372,391,"15 063"
"Ocuilan","10 Años",801,432,369,"15 063"
"Ocuilan","11 Años",750,364,386,"15 063"
"Ocuilan","12 Años",734,371,363,"15 063"
"Ocuilan","13 Años",729,357,372,"15 063"
"Ocuilan","14 Años",746,381,365,"15 063"
"Ocuilan","15 Años",744,377,367,"15 063"
"Ocuilan","16 Años",714,345,369,"15 063"
"Ocuilan","17 Años",737,386,351,"15 063"
"Ocuilan","18 Años",698,356,342,"15 063"
"Ocuilan","19 Años",667,340,327,"15 063"
"Ocuilan","20 Años",730,363,367,"15 063"
"Ocuilan","21 Años",549,271,278,"15 063"
"Ocuilan","22 Años",661,311,350,"15 063"
"Ocuilan","23 Años",611,282,329,"15 063"
