"nom_mun","edad","pob_tot","pob_h","pob_m","CVEGEO"
"Ocuilan","24 Años",622,300,322,"15 063"
"Otumba","Total",36331,18197,18134,"15 065"
"Otumba","3 Años",600,287,313,"15 065"
"Otumba","4 Años",616,305,311,"15 065"
"Otumba","5 Años",579,291,288,"15 065"
"Otumba","6 Años",568,285,283,"15 065"
"Otumba","7 Años",597,309,288,"15 065"
"Otumba","8 Años",630,324,306,"15 065"
"Otumba","9 Años",645,342,303,"15 065"
"Otumba","10 Años",694,374,320,"15 065"
"Otumba","11 Años",608,309,299,"15 065"
"Otumba","12 Años",678,343,335,"15 065"
"Otumba","13 Años",682,370,312,"15 065"
"Otumba","14 Años",636,322,314,"15 065"
"Otumba","15 Años",655,333,322,"15 065"
"Otumba","16 Años",611,302,309,"15 065"
"Otumba","17 Años",679,343,336,"15 065"
"Otumba","18 Años",625,311,314,"15 065"
"Otumba","19 Años",636,336,300,"15 065"
"Otumba","20 Años",698,352,346,"15 065"
"Otumba","21 Años",543,277,266,"15 065"
"Otumba","22 Años",648,320,328,"15 065"
"Otumba","23 Años",611,303,308,"15 065"
"Otumba","24 Años",591,292,299,"15 065"
"Otzoloapan","Total",4891,2397,2494,"15 066"
"Otzoloapan","3 Años",101,41,60,"15 066"
"Otzoloapan","4 Años",102,47,55,"15 066"
"Otzoloapan","5 Años",104,41,63,"15 066"
"Otzoloapan","6 Años",106,60,46,"15 066"
"Otzoloapan","7 Años",106,54,52,"15 066"
"Otzoloapan","8 Años",120,77,43,"15 066"
"Otzoloapan","9 Años",120,61,59,"15 066"
"Otzoloapan","10 Años",139,71,68,"15 066"
"Otzoloapan","11 Años",104,55,49,"15 066"
"Otzoloapan","12 Años",115,59,56,"15 066"
"Otzoloapan","13 Años",107,58,49,"15 066"
"Otzoloapan","14 Años",101,50,51,"15 066"
"Otzoloapan","15 Años",97,51,46,"15 066"
"Otzoloapan","16 Años",81,35,46,"15 066"
"Otzoloapan","17 Años",90,45,45,"15 066"
"Otzoloapan","18 Años",93,43,50,"15 066"
"Otzoloapan","19 Años",77,38,39,"15 066"
"Otzoloapan","20 Años",81,38,43,"15 066"
"Otzoloapan","21 Años",62,29,33,"15 066"
"Otzoloapan","22 Años",77,45,32,"15 066"
"Otzoloapan","23 Años",66,31,35,"15 066"
"Otzoloapan","24 Años",96,44,52,"15 066"
"Otzolotepec","Total",88783,43447,45336,"15 067"
"Otzolotepec","3 Años",1575,790,785,"15 067"
"Otzolotepec","4 Años",1519,776,743,"15 067"
"Otzolotepec","5 Años",1522,778,744,"15 067"
"Otzolotepec","6 Años",1505,756,749,"15 067"
"Otzolotepec","7 Años",1596,788,808,"15 067"
"Otzolotepec","8 Años",1721,880,841,"15 067"
"Otzolotepec","9 Años",1604,793,811,"15 067"
"Otzolotepec","10 Años",1767,883,884,"15 067"
"Otzolotepec","11 Años",1708,852,856,"15 067"
"Otzolotepec","12 Años",1867,949,918,"15 067"
"Otzolotepec","13 Años",1778,895,883,"15 067"
"Otzolotepec","14 Años",1722,859,863,"15 067"
"Otzolotepec","15 Años",1789,892,897,"15 067"
"Otzolotepec","16 Años",1748,924,824,"15 067"
"Otzolotepec","17 Años",1849,950,899,"15 067"
"Otzolotepec","18 Años",1835,893,942,"15 067"
"Otzolotepec","19 Años",1592,789,803,"15 067"
"Otzolotepec","20 Años",1910,966,944,"15 067"
"Otzolotepec","21 Años",1496,735,761,"15 067"
"Otzolotepec","22 Años",1590,832,758,"15 067"
"Otzolotepec","23 Años",1525,762,763,"15 067"
"Otzolotepec","24 Años",1445,700,745,"15 067"
"Ozumba","Total",30785,14752,16033,"15 068"
"Ozumba","3 Años",564,268,296,"15 068"
"Ozumba","4 Años",567,288,279,"15 068"
"Ozumba","5 Años",615,308,307,"15 068"
"Ozumba","6 Años",545,270,275,"15 068"
"Ozumba","7 Años",533,281,252,"15 068"
"Ozumba","8 Años",554,293,261,"15 068"
"Ozumba","9 Años",547,278,269,"15 068"
"Ozumba","10 Años",589,311,278,"15 068"
"Ozumba","11 Años",551,286,265,"15 068"
"Ozumba","12 Años",528,263,265,"15 068"
"Ozumba","13 Años",533,260,273,"15 068"
"Ozumba","14 Años",523,251,272,"15 068"
"Ozumba","15 Años",553,296,257,"15 068"
"Ozumba","16 Años",524,265,259,"15 068"
"Ozumba","17 Años",567,277,290,"15 068"
"Ozumba","18 Años",564,293,271,"15 068"
"Ozumba","19 Años",490,248,242,"15 068"
"Ozumba","20 Años",599,287,312,"15 068"
"Ozumba","21 Años",433,212,221,"15 068"
"Ozumba","22 Años",590,292,298,"15 068"
"Ozumba","23 Años",520,263,257,"15 068"
"Ozumba","24 Años",550,282,268,"15 068"
"Papalotla","Total",4862,2338,2524,"15 069"
"Papalotla","3 Años",90,41,49,"15 069"
"Papalotla","4 Años",75,45,30,"15 069"
"Papalotla","5 Años",80,43,37,"15 069"
"Papalotla","6 Años",69,33,36,"15 069"
"Papalotla","7 Años",79,44,35,"15 069"
"Papalotla","8 Años",89,47,42,"15 069"
"Papalotla","9 Años",83,43,40,"15 069"
"Papalotla","10 Años",89,43,46,"15 069"
"Papalotla","11 Años",72,35,37,"15 069"
"Papalotla","12 Años",76,33,43,"15 069"
"Papalotla","13 Años",82,41,41,"15 069"
"Papalotla","14 Años",87,39,48,"15 069"
"Papalotla","15 Años",98,53,45,"15 069"
"Papalotla","16 Años",78,40,38,"15 069"
"Papalotla","17 Años",87,40,47,"15 069"
"Papalotla","18 Años",92,42,50,"15 069"
"Papalotla","19 Años",88,51,37,"15 069"
"Papalotla","20 Años",72,39,33,"15 069"
"Papalotla","21 Años",77,40,37,"15 069"
"Papalotla","22 Años",91,46,45,"15 069"
"Papalotla","23 Años",78,40,38,"15 069"
"Papalotla","24 Años",87,52,35,"15 069"
"Polotitlán","Total",14985,7329,7656,"15 071"
"Polotitlán","3 Años",262,130,132,"15 071"
"Polotitlán","4 Años",290,147,143,"15 071"
"Polotitlán","5 Años",293,151,142,"15 071"
"Polotitlán","6 Años",247,124,123,"15 071"
"Polotitlán","7 Años",256,133,123,"15 071"
"Polotitlán","8 Años",281,144,137,"15 071"
"Polotitlán","9 Años",275,131,144,"15 071"
"Polotitlán","10 Años",302,160,142,"15 071"
"Polotitlán","11 Años",278,135,143,"15 071"
"Polotitlán","12 Años",266,136,130,"15 071"
"Polotitlán","13 Años",223,121,102,"15 071"
"Polotitlán","14 Años",273,134,139,"15 071"
"Polotitlán","15 Años",268,142,126,"15 071"
"Polotitlán","16 Años",251,123,128,"15 071"
"Polotitlán","17 Años",247,117,130,"15 071"
"Polotitlán","18 Años",238,130,108,"15 071"
"Polotitlán","19 Años",222,100,122,"15 071"
"Polotitlán","20 Años",278,154,124,"15 071"
"Polotitlán","21 Años",232,122,110,"15 071"
"Polotitlán","22 Años",245,120,125,"15 071"
"Polotitlán","23 Años",227,128,99,"15 071"
"Polotitlán","24 Años",241,115,126,"15 071"
"Rayón","Total",15972,7749,8223,"15 072"
"Rayón","3 Años",263,131,132,"15 072"
"Rayón","4 Años",288,136,152,"15 072"
"Rayón","5 Años",283,154,129,"15 072"
"Rayón","6 Años",278,135,143,"15 072"
"Rayón","7 Años",327,158,169,"15 072"
"Rayón","8 Años",291,145,146,"15 072"
"Rayón","9 Años",264,135,129,"15 072"
"Rayón","10 Años",329,181,148,"15 072"
"Rayón","11 Años",301,145,156,"15 072"
"Rayón","12 Años",335,172,163,"15 072"
"Rayón","13 Años",311,147,164,"15 072"
"Rayón","14 Años",315,146,169,"15 072"
"Rayón","15 Años",324,177,147,"15 072"
"Rayón","16 Años",284,157,127,"15 072"
"Rayón","17 Años",302,147,155,"15 072"
"Rayón","18 Años",323,160,163,"15 072"
"Rayón","19 Años",279,146,133,"15 072"
"Rayón","20 Años",327,163,164,"15 072"
"Rayón","21 Años",240,116,124,"15 072"
"Rayón","22 Años",262,131,131,"15 072"
"Rayón","23 Años",263,125,138,"15 072"
"Rayón","24 Años",262,136,126,"15 072"
"San Antonio la Isla","Total",31962,15421,16541,"15 073"
"San Antonio la Isla","3 Años",538,256,282,"15 073"
"San Antonio la Isla","4 Años",547,274,273,"15 073"
"San Antonio la Isla","5 Años",572,304,268,"15 073"
"San Antonio la Isla","6 Años",583,308,275,"15 073"
"San Antonio la Isla","7 Años",590,281,309,"15 073"
"San Antonio la Isla","8 Años",632,324,308,"15 073"
"San Antonio la Isla","9 Años",599,300,299,"15 073"
"San Antonio la Isla","10 Años",683,328,355,"15 073"
"San Antonio la Isla","11 Años",615,287,328,"15 073"
"San Antonio la Isla","12 Años",673,359,314,"15 073"
"San Antonio la Isla","13 Años",647,321,326,"15 073"
"San Antonio la Isla","14 Años",618,305,313,"15 073"
"San Antonio la Isla","15 Años",617,313,304,"15 073"
"San Antonio la Isla","16 Años",594,291,303,"15 073"
"San Antonio la Isla","17 Años",645,313,332,"15 073"
"San Antonio la Isla","18 Años",640,324,316,"15 073"
"San Antonio la Isla","19 Años",519,259,260,"15 073"
"San Antonio la Isla","20 Años",578,285,293,"15 073"
"San Antonio la Isla","21 Años",466,211,255,"15 073"
"San Antonio la Isla","22 Años",507,255,252,"15 073"
"San Antonio la Isla","23 Años",496,233,263,"15 073"
"San Antonio la Isla","24 Años",456,231,225,"15 073"
"San Felipe del Progreso","Total",144924,69328,75596,"15 074"
"San Felipe del Progreso","3 Años",3234,1680,1554,"15 074"
"San Felipe del Progreso","4 Años",3208,1608,1600,"15 074"
"San Felipe del Progreso","5 Años",3202,1610,1592,"15 074"
"San Felipe del Progreso","6 Años",3003,1492,1511,"15 074"
"San Felipe del Progreso","7 Años",3043,1534,1509,"15 074"
"San Felipe del Progreso","8 Años",3242,1648,1594,"15 074"
"San Felipe del Progreso","9 Años",2984,1506,1478,"15 074"
"San Felipe del Progreso","10 Años",3311,1722,1589,"15 074"
"San Felipe del Progreso","11 Años",3083,1535,1548,"15 074"
"San Felipe del Progreso","12 Años",3157,1537,1620,"15 074"
"San Felipe del Progreso","13 Años",3199,1598,1601,"15 074"
"San Felipe del Progreso","14 Años",3268,1588,1680,"15 074"
"San Felipe del Progreso","15 Años",3168,1562,1606,"15 074"
"San Felipe del Progreso","16 Años",3059,1466,1593,"15 074"
"San Felipe del Progreso","17 Años",3298,1675,1623,"15 074"
"San Felipe del Progreso","18 Años",3305,1665,1640,"15 074"
"San Felipe del Progreso","19 Años",2654,1261,1393,"15 074"
"San Felipe del Progreso","20 Años",3021,1467,1554,"15 074"
"San Felipe del Progreso","21 Años",2488,1202,1286,"15 074"
"San Felipe del Progreso","22 Años",2833,1387,1446,"15 074"
"San Felipe del Progreso","23 Años",2473,1163,1310,"15 074"
"San Felipe del Progreso","24 Años",2746,1333,1413,"15 074"
"San José del Rincón","Total",100082,49033,51049,"15 124"
"San José del Rincón","3 Años",2440,1205,1235,"15 124"
"San José del Rincón","4 Años",2395,1185,1210,"15 124"
"San José del Rincón","5 Años",2299,1145,1154,"15 124"
"San José del Rincón","6 Años",2204,1093,1111,"15 124"
"San José del Rincón","7 Años",2228,1092,1136,"15 124"
"San José del Rincón","8 Años",2330,1163,1167,"15 124"
"San José del Rincón","9 Años",2142,1042,1100,"15 124"
"San José del Rincón","10 Años",2381,1206,1175,"15 124"
"San José del Rincón","11 Años",2282,1177,1105,"15 124"
"San José del Rincón","12 Años",2307,1146,1161,"15 124"
"San José del Rincón","13 Años",2312,1181,1131,"15 124"
"San José del Rincón","14 Años",2249,1132,1117,"15 124"
"San José del Rincón","15 Años",2311,1149,1162,"15 124"
"San José del Rincón","16 Años",2200,1081,1119,"15 124"
"San José del Rincón","17 Años",2405,1217,1188,"15 124"
"San José del Rincón","18 Años",2238,1134,1104,"15 124"
"San José del Rincón","19 Años",1904,958,946,"15 124"
"San José del Rincón","20 Años",2133,1099,1034,"15 124"
"San José del Rincón","21 Años",1664,817,847,"15 124"
"San José del Rincón","22 Años",1975,996,979,"15 124"
"San José del Rincón","23 Años",1858,895,963,"15 124"
"San José del Rincón","24 Años",1901,978,923,"15 124"
"San Martín de las Pirámides","Total",29182,14268,14914,"15 075"
"San Martín de las Pirámides","3 Años",472,245,227,"15 075"
"San Martín de las Pirámides","4 Años",507,247,260,"15 075"
"San Martín de las Pirámides","5 Años",477,250,227,"15 075"
"San Martín de las Pirámides","6 Años",462,233,229,"15 075"
"San Martín de las Pirámides","7 Años",504,250,254,"15 075"
"San Martín de las Pirámides","8 Años",458,242,216,"15 075"
"San Martín de las Pirámides","9 Años",447,245,202,"15 075"
"San Martín de las Pirámides","10 Años",510,271,239,"15 075"
"San Martín de las Pirámides","11 Años",449,240,209,"15 075"
"San Martín de las Pirámides","12 Años",481,248,233,"15 075"
"San Martín de las Pirámides","13 Años",514,256,258,"15 075"
"San Martín de las Pirámides","14 Años",484,229,255,"15 075"
"San Martín de las Pirámides","15 Años",549,250,299,"15 075"
"San Martín de las Pirámides","16 Años",529,267,262,"15 075"
"San Martín de las Pirámides","17 Años",609,320,289,"15 075"
"San Martín de las Pirámides","18 Años",583,300,283,"15 075"
"San Martín de las Pirámides","19 Años",465,225,240,"15 075"
"San Martín de las Pirámides","20 Años",510,257,253,"15 075"
"San Martín de las Pirámides","21 Años",464,237,227,"15 075"
"San Martín de las Pirámides","22 Años",506,265,241,"15 075"
"San Martín de las Pirámides","23 Años",483,230,253,"15 075"
"San Martín de las Pirámides","24 Años",487,240,247,"15 075"
"San Mateo Atenco","Total",97418,47481,49937,"15 076"
"San Mateo Atenco","3 Años",1747,874,873,"15 076"
"San Mateo Atenco","4 Años",1800,919,881,"15 076"
"San Mateo Atenco","5 Años",1690,846,844,"15 076"
"San Mateo Atenco","6 Años",1635,801,834,"15 076"
"San Mateo Atenco","7 Años",1707,883,824,"15 076"
"San Mateo Atenco","8 Años",1793,915,878,"15 076"
"San Mateo Atenco","9 Años",1635,821,814,"15 076"
"San Mateo Atenco","10 Años",1887,943,944,"15 076"
"San Mateo Atenco","11 Años",1678,888,790,"15 076"
"San Mateo Atenco","12 Años",1777,867,910,"15 076"
"San Mateo Atenco","13 Años",1732,880,852,"15 076"
"San Mateo Atenco","14 Años",1691,821,870,"15 076"
"San Mateo Atenco","15 Años",1835,901,934,"15 076"
"San Mateo Atenco","16 Años",1684,816,868,"15 076"
"San Mateo Atenco","17 Años",1894,928,966,"15 076"
"San Mateo Atenco","18 Años",1909,950,959,"15 076"
"San Mateo Atenco","19 Años",1631,799,832,"15 076"
"San Mateo Atenco","20 Años",1936,969,967,"15 076"
"San Mateo Atenco","21 Años",1572,796,776,"15 076"
"San Mateo Atenco","22 Años",1734,897,837,"15 076"
"San Mateo Atenco","23 Años",1584,794,790,"15 076"
"San Mateo Atenco","24 Años",1625,789,836,"15 076"
"San Simón de Guerrero","Total",6692,3253,3439,"15 077"
"San Simón de Guerrero","3 Años",144,79,65,"15 077"
"San Simón de Guerrero","4 Años",151,69,82,"15 077"
"San Simón de Guerrero","5 Años",135,71,64,"15 077"
"San Simón de Guerrero","6 Años",119,66,53,"15 077"
"San Simón de Guerrero","7 Años",134,68,66,"15 077"
"San Simón de Guerrero","8 Años",133,71,62,"15 077"
"San Simón de Guerrero","9 Años",148,70,78,"15 077"
"San Simón de Guerrero","10 Años",154,76,78,"15 077"
"San Simón de Guerrero","11 Años",133,72,61,"15 077"
"San Simón de Guerrero","12 Años",126,67,59,"15 077"
"San Simón de Guerrero","13 Años",133,72,61,"15 077"
"San Simón de Guerrero","14 Años",162,81,81,"15 077"
"San Simón de Guerrero","15 Años",145,68,77,"15 077"
"San Simón de Guerrero","16 Años",117,57,60,"15 077"
"San Simón de Guerrero","17 Años",153,80,73,"15 077"
"San Simón de Guerrero","18 Años",130,74,56,"15 077"
"San Simón de Guerrero","19 Años",126,58,68,"15 077"
"San Simón de Guerrero","20 Años",114,58,56,"15 077"
"San Simón de Guerrero","21 Años",109,63,46,"15 077"
"San Simón de Guerrero","22 Años",110,56,54,"15 077"
"San Simón de Guerrero","23 Años",97,43,54,"15 077"
"San Simón de Guerrero","24 Años",83,33,50,"15 077"
"Santo Tomás","Total",9729,4836,4893,"15 078"
"Santo Tomás","3 Años",201,98,103,"15 078"
"Santo Tomás","4 Años",197,102,95,"15 078"
"Santo Tomás","5 Años",197,120,77,"15 078"
"Santo Tomás","6 Años",194,106,88,"15 078"
"Santo Tomás","7 Años",187,99,88,"15 078"
"Santo Tomás","8 Años",176,87,89,"15 078"
"Santo Tomás","9 Años",209,93,116,"15 078"
"Santo Tomás","10 Años",195,105,90,"15 078"
"Santo Tomás","11 Años",201,100,101,"15 078"
"Santo Tomás","12 Años",188,101,87,"15 078"
"Santo Tomás","13 Años",155,71,84,"15 078"
"Santo Tomás","14 Años",177,87,90,"15 078"
"Santo Tomás","15 Años",169,96,73,"15 078"
"Santo Tomás","16 Años",207,99,108,"15 078"
"Santo Tomás","17 Años",158,80,78,"15 078"
"Santo Tomás","18 Años",188,98,90,"15 078"
"Santo Tomás","19 Años",168,74,94,"15 078"
"Santo Tomás","20 Años",185,83,102,"15 078"
"Santo Tomás","21 Años",131,69,62,"15 078"
"Santo Tomás","22 Años",157,80,77,"15 078"
"Santo Tomás","23 Años",136,67,69,"15 078"
"Santo Tomás","24 Años",167,85,82,"15 078"
"Soyaniquilpan de Juárez","Total",14323,7103,7220,"15 079"
"Soyaniquilpan de Juárez","3 Años",286,152,134,"15 079"
"Soyaniquilpan de Juárez","4 Años",263,135,128,"15 079"
"Soyaniquilpan de Juárez","5 Años",254,136,118,"15 079"
"Soyaniquilpan de Juárez","6 Años",249,135,114,"15 079"
"Soyaniquilpan de Juárez","7 Años",284,153,131,"15 079"
"Soyaniquilpan de Juárez","8 Años",288,155,133,"15 079"
"Soyaniquilpan de Juárez","9 Años",273,142,131,"15 079"
"Soyaniquilpan de Juárez","10 Años",272,130,142,"15 079"
"Soyaniquilpan de Juárez","11 Años",240,117,123,"15 079"
"Soyaniquilpan de Juárez","12 Años",262,128,134,"15 079"
"Soyaniquilpan de Juárez","13 Años",276,139,137,"15 079"
"Soyaniquilpan de Juárez","14 Años",257,122,135,"15 079"
"Soyaniquilpan de Juárez","15 Años",247,136,111,"15 079"
"Soyaniquilpan de Juárez","16 Años",262,122,140,"15 079"
"Soyaniquilpan de Juárez","17 Años",237,131,106,"15 079"
"Soyaniquilpan de Juárez","18 Años",268,136,132,"15 079"
"Soyaniquilpan de Juárez","19 Años",217,104,113,"15 079"
"Soyaniquilpan de Juárez","20 Años",230,120,110,"15 079"
"Soyaniquilpan de Juárez","21 Años",204,103,101,"15 079"
"Soyaniquilpan de Juárez","22 Años",226,104,122,"15 079"
"Soyaniquilpan de Juárez","23 Años",202,95,107,"15 079"
"Soyaniquilpan de Juárez","24 Años",239,124,115,"15 079"
"Sultepec","Total",24145,11438,12707,"15 080"
"Sultepec","3 Años",511,272,239,"15 080"
"Sultepec","4 Años",503,244,259,"15 080"
"Sultepec","5 Años",504,244,260,"15 080"
"Sultepec","6 Años",504,248,256,"15 080"
"Sultepec","7 Años",558,256,302,"15 080"
"Sultepec","8 Años",565,284,281,"15 080"
"Sultepec","9 Años",576,302,274,"15 080"
"Sultepec","10 Años",564,272,292,"15 080"
"Sultepec","11 Años",485,240,245,"15 080"
"Sultepec","12 Años",549,273,276,"15 080"
"Sultepec","13 Años",519,259,260,"15 080"
"Sultepec","14 Años",519,265,254,"15 080"
"Sultepec","15 Años",481,232,249,"15 080"
"Sultepec","16 Años",444,214,230,"15 080"
"Sultepec","17 Años",482,250,232,"15 080"
"Sultepec","18 Años",504,258,246,"15 080"
"Sultepec","19 Años",362,169,193,"15 080"
"Sultepec","20 Años",431,173,258,"15 080"
"Sultepec","21 Años",310,153,157,"15 080"
"Sultepec","22 Años",366,173,193,"15 080"
"Sultepec","23 Años",349,169,180,"15 080"
"Sultepec","24 Años",325,133,192,"15 080"
"Tecámac","Total",547503,265520,281983,"15 081"
"Tecámac","3 Años",7958,4030,3928,"15 081"
"Tecámac","4 Años",8134,4074,4060,"15 081"
"Tecámac","5 Años",8620,4336,4284,"15 081"
"Tecámac","6 Años",8869,4508,4361,"15 081"
"Tecámac","7 Años",9219,4699,4520,"15 081"
"Tecámac","8 Años",9712,4976,4736,"15 081"
"Tecámac","9 Años",9264,4670,4594,"15 081"
"Tecámac","10 Años",10798,5438,5360,"15 081"
"Tecámac","11 Años",9547,4895,4652,"15 081"
"Tecámac","12 Años",10623,5383,5240,"15 081"
"Tecámac","13 Años",9944,5092,4852,"15 081"
"Tecámac","14 Años",9995,4990,5005,"15 081"
"Tecámac","15 Años",10487,5304,5183,"15 081"
"Tecámac","16 Años",9626,4906,4720,"15 081"
"Tecámac","17 Años",10229,5195,5034,"15 081"
"Tecámac","18 Años",10398,5347,5051,"15 081"
"Tecámac","19 Años",8849,4369,4480,"15 081"
"Tecámac","20 Años",9945,4915,5030,"15 081"
"Tecámac","21 Años",8127,4119,4008,"15 081"
"Tecámac","22 Años",8721,4347,4374,"15 081"
"Tecámac","23 Años",8412,4145,4267,"15 081"
"Tecámac","24 Años",7953,3859,4094,"15 081"
"Tejupilco","Total",79282,38008,41274,"15 082"
"Tejupilco","3 Años",1701,861,840,"15 082"
"Tejupilco","4 Años",1751,885,866,"15 082"
"Tejupilco","5 Años",1719,862,857,"15 082"
"Tejupilco","6 Años",1685,813,872,"15 082"
"Tejupilco","7 Años",1774,911,863,"15 082"
"Tejupilco","8 Años",1811,949,862,"15 082"
"Tejupilco","9 Años",1741,883,858,"15 082"
"Tejupilco","10 Años",1703,873,830,"15 082"
"Tejupilco","11 Años",1629,822,807,"15 082"
"Tejupilco","12 Años",1589,804,785,"15 082"
"Tejupilco","13 Años",1640,799,841,"15 082"
"Tejupilco","14 Años",1628,848,780,"15 082"
"Tejupilco","15 Años",1691,811,880,"15 082"
"Tejupilco","16 Años",1512,769,743,"15 082"
"Tejupilco","17 Años",1571,772,799,"15 082"
"Tejupilco","18 Años",1654,795,859,"15 082"
"Tejupilco","19 Años",1415,677,738,"15 082"
"Tejupilco","20 Años",1503,708,795,"15 082"
"Tejupilco","21 Años",1323,638,685,"15 082"
"Tejupilco","22 Años",1362,635,727,"15 082"
"Tejupilco","23 Años",1337,617,720,"15 082"
"Tejupilco","24 Años",1293,589,704,"15 082"
"Temamatla","Total",14130,6928,7202,"15 083"
"Temamatla","3 Años",272,125,147,"15 083"
"Temamatla","4 Años",278,147,131,"15 083"
"Temamatla","5 Años",273,144,129,"15 083"
"Temamatla","6 Años",264,137,127,"15 083"
"Temamatla","7 Años",284,157,127,"15 083"
"Temamatla","8 Años",261,131,130,"15 083"
"Temamatla","9 Años",232,116,116,"15 083"
"Temamatla","10 Años",309,156,153,"15 083"
"Temamatla","11 Años",264,137,127,"15 083"
"Temamatla","12 Años",266,127,139,"15 083"
"Temamatla","13 Años",285,159,126,"15 083"
"Temamatla","14 Años",274,140,134,"15 083"
"Temamatla","15 Años",238,122,116,"15 083"
"Temamatla","16 Años",240,127,113,"15 083"
"Temamatla","17 Años",263,117,146,"15 083"
"Temamatla","18 Años",277,149,128,"15 083"
"Temamatla","19 Años",209,86,123,"15 083"
"Temamatla","20 Años",268,118,150,"15 083"
"Temamatla","21 Años",160,82,78,"15 083"
"Temamatla","22 Años",242,114,128,"15 083"
"Temamatla","23 Años",204,97,107,"15 083"
"Temamatla","24 Años",233,122,111,"15 083"
"Temascalapa","Total",43593,21374,22219,"15 084"
"Temascalapa","3 Años",741,359,382,"15 084"
"Temascalapa","4 Años",814,428,386,"15 084"
"Temascalapa","5 Años",802,403,399,"15 084"
"Temascalapa","6 Años",732,388,344,"15 084"
"Temascalapa","7 Años",718,353,365,"15 084"
"Temascalapa","8 Años",823,418,405,"15 084"
"Temascalapa","9 Años",756,384,372,"15 084"
"Temascalapa","10 Años",874,444,430,"15 084"
"Temascalapa","11 Años",832,424,408,"15 084"
"Temascalapa","12 Años",832,414,418,"15 084"
"Temascalapa","13 Años",825,409,416,"15 084"
"Temascalapa","14 Años",843,427,416,"15 084"
"Temascalapa","15 Años",911,475,436,"15 084"
"Temascalapa","16 Años",838,434,404,"15 084"
"Temascalapa","17 Años",792,406,386,"15 084"
"Temascalapa","18 Años",887,447,440,"15 084"
"Temascalapa","19 Años",755,368,387,"15 084"
"Temascalapa","20 Años",762,382,380,"15 084"
"Temascalapa","21 Años",684,346,338,"15 084"
"Temascalapa","22 Años",701,353,348,"15 084"
"Temascalapa","23 Años",690,343,347,"15 084"
"Temascalapa","24 Años",704,331,373,"15 084"
"Temascalcingo","Total",66414,31897,34517,"15 085"
"Temascalcingo","3 Años",1336,688,648,"15 085"
"Temascalcingo","4 Años",1275,658,617,"15 085"
"Temascalcingo","5 Años",1234,629,605,"15 085"
"Temascalcingo","6 Años",1212,611,601,"15 085"
"Temascalcingo","7 Años",1251,653,598,"15 085"
"Temascalcingo","8 Años",1318,657,661,"15 085"
"Temascalcingo","9 Años",1279,648,631,"15 085"
"Temascalcingo","10 Años",1344,661,683,"15 085"
"Temascalcingo","11 Años",1221,640,581,"15 085"
"Temascalcingo","12 Años",1262,673,589,"15 085"
"Temascalcingo","13 Años",1376,689,687,"15 085"
"Temascalcingo","14 Años",1279,638,641,"15 085"
"Temascalcingo","15 Años",1364,677,687,"15 085"
"Temascalcingo","16 Años",1299,658,641,"15 085"
"Temascalcingo","17 Años",1376,695,681,"15 085"
"Temascalcingo","18 Años",1349,669,680,"15 085"
"Temascalcingo","19 Años",1064,555,509,"15 085"
"Temascalcingo","20 Años",1210,582,628,"15 085"
"Temascalcingo","21 Años",980,468,512,"15 085"
"Temascalcingo","22 Años",1153,581,572,"15 085"
"Temascalcingo","23 Años",1018,474,544,"15 085"
"Temascalcingo","24 Años",1086,520,566,"15 085"
"Temascaltepec","Total",35014,17189,17825,"15 086"
"Temascaltepec","3 Años",808,411,397,"15 086"
"Temascaltepec","4 Años",746,389,357,"15 086"
"Temascaltepec","5 Años",733,402,331,"15 086"
"Temascaltepec","6 Años",719,363,356,"15 086"
"Temascaltepec","7 Años",758,369,389,"15 086"
"Temascaltepec","8 Años",759,387,372,"15 086"
"Temascaltepec","9 Años",756,372,384,"15 086"
"Temascaltepec","10 Años",782,404,378,"15 086"
"Temascaltepec","11 Años",767,376,391,"15 086"
"Temascaltepec","12 Años",767,370,397,"15 086"
"Temascaltepec","13 Años",726,341,385,"15 086"
"Temascaltepec","14 Años",734,371,363,"15 086"
"Temascaltepec","15 Años",678,349,329,"15 086"
"Temascaltepec","16 Años",692,352,340,"15 086"
"Temascaltepec","17 Años",701,372,329,"15 086"
"Temascaltepec","18 Años",717,364,353,"15 086"
"Temascaltepec","19 Años",629,333,296,"15 086"
"Temascaltepec","20 Años",602,287,315,"15 086"
"Temascaltepec","21 Años",553,259,294,"15 086"
"Temascaltepec","22 Años",576,280,296,"15 086"
"Temascaltepec","23 Años",599,291,308,"15 086"
"Temascaltepec","24 Años",563,259,304,"15 086"
"Temoaya","Total",105766,51532,54234,"15 087"
"Temoaya","3 Años",2071,1020,1051,"15 087"
"Temoaya","4 Años",2117,1071,1046,"15 087"
"Temoaya","5 Años",2090,1033,1057,"15 087"
"Temoaya","6 Años",2070,1038,1032,"15 087"
"Temoaya","7 Años",2050,1014,1036,"15 087"
"Temoaya","8 Años",2271,1101,1170,"15 087"
"Temoaya","9 Años",2168,1088,1080,"15 087"
"Temoaya","10 Años",2417,1254,1163,"15 087"
"Temoaya","11 Años",2144,1098,1046,"15 087"
"Temoaya","12 Años",2387,1204,1183,"15 087"
"Temoaya","13 Años",2283,1140,1143,"15 087"
"Temoaya","14 Años",2299,1151,1148,"15 087"
"Temoaya","15 Años",2162,1138,1024,"15 087"
"Temoaya","16 Años",2120,1082,1038,"15 087"
"Temoaya","17 Años",2148,1107,1041,"15 087"
