"nom_mun","edad","pob_tot","pob_h","pob_m"
"Valle de Chalco Solidaridad","24 Años",6626,3228,3398
"Villa de Allende","Total",53275,25894,27381
"Villa de Allende","3 Años",1130,556,574
"Villa de Allende","4 Años",1180,592,588
"Villa de Allende","5 Años",1144,588,556
"Villa de Allende","6 Años",1101,578,523
"Villa de Allende","7 Años",1069,517,552
"Villa de Allende","8 Años",1160,577,583
"Villa de Allende","9 Años",1154,570,584
"Villa de Allende","10 Años",1191,600,591
"Villa de Allende","11 Años",1170,597,573
"Villa de Allende","12 Años",1185,599,586
"Villa de Allende","13 Años",1173,597,576
"Villa de Allende","14 Años",1230,635,595
"Villa de Allende","15 Años",1126,576,550
"Villa de Allende","16 Años",1143,583,560
"Villa de Allende","17 Años",1200,637,563
"Villa de Allende","18 Años",1179,592,587
"Villa de Allende","19 Años",994,498,496
"Villa de Allende","20 Años",1020,482,538
"Villa de Allende","21 Años",849,446,403
"Villa de Allende","22 Años",952,499,453
"Villa de Allende","23 Años",887,408,479
"Villa de Allende","24 Años",962,494,468
"Villa del Carbón","Total",51498,25567,25931
"Villa del Carbón","3 Años",1095,533,562
"Villa del Carbón","4 Años",1007,514,493
"Villa del Carbón","5 Años",977,485,492
"Villa del Carbón","6 Años",948,481,467
"Villa del Carbón","7 Años",955,504,451
"Villa del Carbón","8 Años",1002,509,493
"Villa del Carbón","9 Años",961,494,467
"Villa del Carbón","10 Años",1023,497,526
"Villa del Carbón","11 Años",1018,534,484
"Villa del Carbón","12 Años",1088,554,534
"Villa del Carbón","13 Años",1039,543,496
"Villa del Carbón","14 Años",1032,495,537
"Villa del Carbón","15 Años",1071,556,515
"Villa del Carbón","16 Años",956,469,487
"Villa del Carbón","17 Años",1099,592,507
"Villa del Carbón","18 Años",1082,578,504
"Villa del Carbón","19 Años",907,443,464
"Villa del Carbón","20 Años",1044,496,548
"Villa del Carbón","21 Años",862,405,457
"Villa del Carbón","22 Años",926,479,447
"Villa del Carbón","23 Años",897,444,453
"Villa del Carbón","24 Años",901,447,454
"Villa Guerrero","Total",69086,33859,35227
"Villa Guerrero","3 Años",1445,710,735
"Villa Guerrero","4 Años",1547,780,767
"Villa Guerrero","5 Años",1511,819,692
"Villa Guerrero","6 Años",1522,767,755
"Villa Guerrero","7 Años",1438,704,734
"Villa Guerrero","8 Años",1522,755,767
"Villa Guerrero","9 Años",1402,715,687
"Villa Guerrero","10 Años",1496,797,699
"Villa Guerrero","11 Años",1417,698,719
"Villa Guerrero","12 Años",1447,707,740
"Villa Guerrero","13 Años",1418,720,698
"Villa Guerrero","14 Años",1371,678,693
"Villa Guerrero","15 Años",1341,708,633
"Villa Guerrero","16 Años",1300,621,679
"Villa Guerrero","17 Años",1359,691,668
"Villa Guerrero","18 Años",1404,717,687
"Villa Guerrero","19 Años",1221,598,623
"Villa Guerrero","20 Años",1398,694,704
"Villa Guerrero","21 Años",1107,530,577
"Villa Guerrero","22 Años",1217,600,617
"Villa Guerrero","23 Años",1155,556,599
"Villa Guerrero","24 Años",1218,570,648
"Villa Victoria","Total",108196,53139,55057
"Villa Victoria","3 Años",2466,1192,1274
"Villa Victoria","4 Años",2343,1197,1146
"Villa Victoria","5 Años",2329,1122,1207
"Villa Victoria","6 Años",2301,1158,1143
"Villa Victoria","7 Años",2350,1172,1178
"Villa Victoria","8 Años",2478,1274,1204
"Villa Victoria","9 Años",2269,1152,1117
"Villa Victoria","10 Años",2584,1263,1321
"Villa Victoria","11 Años",2367,1239,1128
"Villa Victoria","12 Años",2485,1245,1240
"Villa Victoria","13 Años",2413,1223,1190
"Villa Victoria","14 Años",2496,1230,1266
"Villa Victoria","15 Años",2363,1160,1203
"Villa Victoria","16 Años",2326,1152,1174
"Villa Victoria","17 Años",2513,1266,1247
"Villa Victoria","18 Años",2394,1188,1206
"Villa Victoria","19 Años",2076,1044,1032
"Villa Victoria","20 Años",2274,1149,1125
"Villa Victoria","21 Años",1823,912,911
"Villa Victoria","22 Años",2009,972,1037
"Villa Victoria","23 Años",1917,920,997
"Villa Victoria","24 Años",1986,984,1002
"Xalatlaco","Total",30687,14952,15735
"Xalatlaco","3 Años",586,292,294
"Xalatlaco","4 Años",537,282,255
"Xalatlaco","5 Años",555,276,279
"Xalatlaco","6 Años",590,295,295
"Xalatlaco","7 Años",613,307,306
"Xalatlaco","8 Años",574,290,284
"Xalatlaco","9 Años",559,257,302
"Xalatlaco","10 Años",645,332,313
"Xalatlaco","11 Años",587,306,281
"Xalatlaco","12 Años",605,293,312
"Xalatlaco","13 Años",553,261,292
"Xalatlaco","14 Años",567,290,277
"Xalatlaco","15 Años",593,287,306
"Xalatlaco","16 Años",543,295,248
"Xalatlaco","17 Años",615,336,279
"Xalatlaco","18 Años",570,300,270
"Xalatlaco","19 Años",519,250,269
"Xalatlaco","20 Años",638,318,320
"Xalatlaco","21 Años",490,268,222
"Xalatlaco","22 Años",571,277,294
"Xalatlaco","23 Años",529,260,269
"Xalatlaco","24 Años",600,288,312
"Xonacatlán","Total",54633,26758,27875
"Xonacatlán","3 Años",954,482,472
"Xonacatlán","4 Años",980,476,504
"Xonacatlán","5 Años",969,490,479
"Xonacatlán","6 Años",968,487,481
"Xonacatlán","7 Años",980,463,517
"Xonacatlán","8 Años",1065,548,517
"Xonacatlán","9 Años",978,511,467
"Xonacatlán","10 Años",1076,545,531
"Xonacatlán","11 Años",995,458,537
"Xonacatlán","12 Años",1087,543,544
"Xonacatlán","13 Años",1029,537,492
"Xonacatlán","14 Años",986,504,482
"Xonacatlán","15 Años",1048,546,502
"Xonacatlán","16 Años",1011,508,503
"Xonacatlán","17 Años",1069,523,546
"Xonacatlán","18 Años",1053,524,529
"Xonacatlán","19 Años",866,461,405
"Xonacatlán","20 Años",1009,505,504
"Xonacatlán","21 Años",812,418,394
"Xonacatlán","22 Años",891,459,432
"Xonacatlán","23 Años",834,417,417
"Xonacatlán","24 Años",895,445,450
"Zacazonapan","Total",5109,2576,2533
"Zacazonapan","3 Años",111,59,52
"Zacazonapan","4 Años",114,63,51
"Zacazonapan","5 Años",110,54,56
"Zacazonapan","6 Años",106,52,54
"Zacazonapan","7 Años",113,59,54
"Zacazonapan","8 Años",114,62,52
"Zacazonapan","9 Años",105,48,57
"Zacazonapan","10 Años",141,84,57
"Zacazonapan","11 Años",98,42,56
"Zacazonapan","12 Años",109,58,51
"Zacazonapan","13 Años",110,50,60
"Zacazonapan","14 Años",97,61,36
"Zacazonapan","15 Años",113,61,52
"Zacazonapan","16 Años",74,46,28
"Zacazonapan","17 Años",116,56,60
"Zacazonapan","18 Años",93,39,54
"Zacazonapan","19 Años",90,38,52
"Zacazonapan","20 Años",84,41,43
"Zacazonapan","21 Años",76,38,38
"Zacazonapan","22 Años",86,45,41
"Zacazonapan","23 Años",79,38,41
"Zacazonapan","24 Años",53,28,25
"Zacualpan","Total",13522,6456,7066
"Zacualpan","3 Años",258,133,125
"Zacualpan","4 Años",274,143,131
"Zacualpan","5 Años",292,147,145
"Zacualpan","6 Años",284,137,147
"Zacualpan","7 Años",265,136,129
"Zacualpan","8 Años",282,145,137
"Zacualpan","9 Años",293,157,136
"Zacualpan","10 Años",286,143,143
"Zacualpan","11 Años",270,153,117
"Zacualpan","12 Años",263,125,138
"Zacualpan","13 Años",253,126,127
"Zacualpan","14 Años",290,139,151
"Zacualpan","15 Años",237,123,114
"Zacualpan","16 Años",247,117,130
"Zacualpan","17 Años",237,115,122
"Zacualpan","18 Años",252,125,127
"Zacualpan","19 Años",211,93,118
"Zacualpan","20 Años",254,113,141
"Zacualpan","21 Años",187,86,101
"Zacualpan","22 Años",228,114,114
"Zacualpan","23 Años",200,97,103
"Zacualpan","24 Años",196,91,105
"Zinacantepec","Total",203872,99506,104366
"Zinacantepec","3 Años",3364,1768,1596
"Zinacantepec","4 Años",3517,1843,1674
"Zinacantepec","5 Años",3643,1873,1770
"Zinacantepec","6 Años",3770,1932,1838
"Zinacantepec","7 Años",3599,1810,1789
"Zinacantepec","8 Años",3938,2045,1893
"Zinacantepec","9 Años",3583,1799,1784
"Zinacantepec","10 Años",4078,2102,1976
"Zinacantepec","11 Años",3651,1881,1770
"Zinacantepec","12 Años",4064,2060,2004
"Zinacantepec","13 Años",3699,1876,1823
"Zinacantepec","14 Años",3745,1869,1876
"Zinacantepec","15 Años",3798,1886,1912
"Zinacantepec","16 Años",3541,1760,1781
"Zinacantepec","17 Años",3988,2027,1961
"Zinacantepec","18 Años",4117,2111,2006
"Zinacantepec","19 Años",3553,1832,1721
"Zinacantepec","20 Años",4034,1974,2060
"Zinacantepec","21 Años",3290,1602,1688
"Zinacantepec","22 Años",3690,1874,1816
"Zinacantepec","23 Años",3519,1755,1764
"Zinacantepec","24 Años",3378,1674,1704
"Zumpahuacán","Total",18833,9088,9745
"Zumpahuacán","3 Años",389,193,196
"Zumpahuacán","4 Años",387,191,196
"Zumpahuacán","5 Años",398,213,185
"Zumpahuacán","6 Años",406,200,206
"Zumpahuacán","7 Años",420,206,214
"Zumpahuacán","8 Años",436,219,217
"Zumpahuacán","9 Años",425,210,215
"Zumpahuacán","10 Años",409,224,185
"Zumpahuacán","11 Años",387,187,200
"Zumpahuacán","12 Años",418,228,190
"Zumpahuacán","13 Años",362,195,167
"Zumpahuacán","14 Años",387,184,203
"Zumpahuacán","15 Años",390,184,206
"Zumpahuacán","16 Años",356,192,164
"Zumpahuacán","17 Años",407,185,222
"Zumpahuacán","18 Años",413,217,196
"Zumpahuacán","19 Años",351,170,181
"Zumpahuacán","20 Años",386,208,178
"Zumpahuacán","21 Años",303,150,153
"Zumpahuacán","22 Años",330,150,180
"Zumpahuacán","23 Años",309,164,145
"Zumpahuacán","24 Años",300,133,167
"Zumpango","Total",280455,136971,143484
"Zumpango","3 Años",4811,2423,2388
"Zumpango","4 Años",4915,2430,2485
"Zumpango","5 Años",5084,2590,2494
"Zumpango","6 Años",5325,2668,2657
"Zumpango","7 Años",5514,2861,2653
"Zumpango","8 Años",5728,2878,2850
"Zumpango","9 Años",5479,2784,2695
"Zumpango","10 Años",6028,2977,3051
"Zumpango","11 Años",5611,2880,2731
"Zumpango","12 Años",6195,3065,3130
"Zumpango","13 Años",5623,2835,2788
"Zumpango","14 Años",5716,2875,2841
"Zumpango","15 Años",5581,2875,2706
"Zumpango","16 Años",5151,2636,2515
"Zumpango","17 Años",5283,2722,2561
"Zumpango","18 Años",5358,2719,2639
"Zumpango","19 Años",4447,2223,2224
"Zumpango","20 Años",4874,2458,2416
"Zumpango","21 Años",4121,2035,2086
"Zumpango","22 Años",4212,2064,2148
"Zumpango","23 Años",4001,1940,2061
"Zumpango","24 Años",4047,1946,2101
