"nom_mun","edad","pob_tot","pob_h","pob_m"
"Metepec","16 Años",3644,1846,1798
"Metepec","17 Años",4042,2069,1973
"Metepec","18 Años",4206,2138,2068
"Metepec","19 Años",3713,1893,1820
"Metepec","20 Años",4272,2132,2140
"Metepec","21 Años",3545,1782,1763
"Metepec","22 Años",3912,1974,1938
"Metepec","23 Años",3644,1775,1869
"Metepec","24 Años",3541,1783,1758
"Mexicaltzingo","Total",13807,6753,7054
"Mexicaltzingo","3 Años",217,107,110
"Mexicaltzingo","4 Años",251,124,127
"Mexicaltzingo","5 Años",237,116,121
"Mexicaltzingo","6 Años",227,113,114
"Mexicaltzingo","7 Años",253,125,128
"Mexicaltzingo","8 Años",239,126,113
"Mexicaltzingo","9 Años",218,115,103
"Mexicaltzingo","10 Años",246,138,108
"Mexicaltzingo","11 Años",255,133,122
"Mexicaltzingo","12 Años",262,131,131
"Mexicaltzingo","13 Años",270,122,148
"Mexicaltzingo","14 Años",240,126,114
"Mexicaltzingo","15 Años",263,140,123
"Mexicaltzingo","16 Años",233,116,117
"Mexicaltzingo","17 Años",265,133,132
"Mexicaltzingo","18 Años",278,150,128
"Mexicaltzingo","19 Años",203,103,100
"Mexicaltzingo","20 Años",273,122,151
"Mexicaltzingo","21 Años",205,112,93
"Mexicaltzingo","22 Años",270,133,137
"Mexicaltzingo","23 Años",227,130,97
"Mexicaltzingo","24 Años",224,109,115
"Morelos","Total",33164,15970,17194
"Morelos","3 Años",689,375,314
"Morelos","4 Años",714,368,346
"Morelos","5 Años",691,330,361
"Morelos","6 Años",671,323,348
"Morelos","7 Años",644,321,323
"Morelos","8 Años",677,359,318
"Morelos","9 Años",637,340,297
"Morelos","10 Años",704,364,340
"Morelos","11 Años",648,320,328
"Morelos","12 Años",711,352,359
"Morelos","13 Años",692,343,349
"Morelos","14 Años",688,334,354
"Morelos","15 Años",690,368,322
"Morelos","16 Años",622,317,305
"Morelos","17 Años",622,304,318
"Morelos","18 Años",660,355,305
"Morelos","19 Años",543,261,282
"Morelos","20 Años",652,324,328
"Morelos","21 Años",538,260,278
"Morelos","22 Años",578,254,324
"Morelos","23 Años",549,260,289
"Morelos","24 Años",502,258,244
"Naucalpan de Juárez","Total",834434,402495,431939
"Naucalpan de Juárez","3 Años",11911,5960,5951
"Naucalpan de Juárez","4 Años",12141,6177,5964
"Naucalpan de Juárez","5 Años",12166,6144,6022
"Naucalpan de Juárez","6 Años",10785,5540,5245
"Naucalpan de Juárez","7 Años",11285,5665,5620
"Naucalpan de Juárez","8 Años",11981,6077,5904
"Naucalpan de Juárez","9 Años",11201,5707,5494
"Naucalpan de Juárez","10 Años",13332,6792,6540
"Naucalpan de Juárez","11 Años",11676,5892,5784
"Naucalpan de Juárez","12 Años",13057,6672,6385
"Naucalpan de Juárez","13 Años",12440,6232,6208
"Naucalpan de Juárez","14 Años",12321,6247,6074
"Naucalpan de Juárez","15 Años",12977,6579,6398
"Naucalpan de Juárez","16 Años",12432,6291,6141
"Naucalpan de Juárez","17 Años",13414,6825,6589
"Naucalpan de Juárez","18 Años",14895,7578,7317
"Naucalpan de Juárez","19 Años",12574,6335,6239
"Naucalpan de Juárez","20 Años",15619,7907,7712
"Naucalpan de Juárez","21 Años",12008,6091,5917
"Naucalpan de Juárez","22 Años",14079,6931,7148
"Naucalpan de Juárez","23 Años",13066,6522,6544
"Naucalpan de Juárez","24 Años",12827,6304,6523
"Nextlalpan","Total",57082,27988,29094
"Nextlalpan","3 Años",1060,533,527
"Nextlalpan","4 Años",1092,538,554
"Nextlalpan","5 Años",1115,624,491
"Nextlalpan","6 Años",1137,602,535
"Nextlalpan","7 Años",1179,601,578
"Nextlalpan","8 Años",1260,616,644
"Nextlalpan","9 Años",1136,558,578
"Nextlalpan","10 Años",1319,694,625
"Nextlalpan","11 Años",1191,598,593
"Nextlalpan","12 Años",1211,608,603
"Nextlalpan","13 Años",1142,577,565
"Nextlalpan","14 Años",1140,564,576
"Nextlalpan","15 Años",1089,550,539
"Nextlalpan","16 Años",934,447,487
"Nextlalpan","17 Años",1048,536,512
"Nextlalpan","18 Años",1030,519,511
"Nextlalpan","19 Años",883,428,455
"Nextlalpan","20 Años",974,450,524
"Nextlalpan","21 Años",844,428,416
"Nextlalpan","22 Años",910,440,470
"Nextlalpan","23 Años",803,404,399
"Nextlalpan","24 Años",786,365,421
"Nezahualcóyotl","Total",1077208,519922,557286
"Nezahualcóyotl","3 Años",14521,7312,7209
"Nezahualcóyotl","4 Años",15255,7764,7491
"Nezahualcóyotl","5 Años",15593,7873,7720
"Nezahualcóyotl","6 Años",13762,6933,6829
"Nezahualcóyotl","7 Años",14397,7333,7064
"Nezahualcóyotl","8 Años",15289,7803,7486
"Nezahualcóyotl","9 Años",14001,7083,6918
"Nezahualcóyotl","10 Años",16096,8128,7968
"Nezahualcóyotl","11 Años",14740,7370,7370
"Nezahualcóyotl","12 Años",16190,8154,8036
"Nezahualcóyotl","13 Años",15222,7705,7517
"Nezahualcóyotl","14 Años",15684,7868,7816
"Nezahualcóyotl","15 Años",16344,8416,7928
"Nezahualcóyotl","16 Años",15871,8042,7829
"Nezahualcóyotl","17 Años",17008,8586,8422
"Nezahualcóyotl","18 Años",18630,9657,8973
"Nezahualcóyotl","19 Años",15688,7932,7756
"Nezahualcóyotl","20 Años",19169,9659,9510
"Nezahualcóyotl","21 Años",15554,8009,7545
"Nezahualcóyotl","22 Años",18192,9358,8834
"Nezahualcóyotl","23 Años",16840,8588,8252
"Nezahualcóyotl","24 Años",17089,8586,8503
"Nicolás Romero","Total",430601,209774,220827
"Nicolás Romero","3 Años",6445,3194,3251
"Nicolás Romero","4 Años",6846,3355,3491
"Nicolás Romero","5 Años",6975,3490,3485
"Nicolás Romero","6 Años",6895,3448,3447
"Nicolás Romero","7 Años",7369,3715,3654
"Nicolás Romero","8 Años",7513,3787,3726
"Nicolás Romero","9 Años",7138,3601,3537
"Nicolás Romero","10 Años",7750,3901,3849
"Nicolás Romero","11 Años",7234,3636,3598
"Nicolás Romero","12 Años",7714,3907,3807
"Nicolás Romero","13 Años",7513,3768,3745
"Nicolás Romero","14 Años",7528,3726,3802
"Nicolás Romero","15 Años",7794,3971,3823
"Nicolás Romero","16 Años",7450,3773,3677
"Nicolás Romero","17 Años",7958,4047,3911
"Nicolás Romero","18 Años",8292,4255,4037
"Nicolás Romero","19 Años",7053,3521,3532
"Nicolás Romero","20 Años",8118,4045,4073
"Nicolás Romero","21 Años",6774,3455,3319
"Nicolás Romero","22 Años",7694,3865,3829
"Nicolás Romero","23 Años",7102,3575,3527
"Nicolás Romero","24 Años",6754,3290,3464
"Nopaltepec","Total",10351,5090,5261
"Nopaltepec","3 Años",160,82,78
"Nopaltepec","4 Años",164,85,79
"Nopaltepec","5 Años",157,66,91
"Nopaltepec","6 Años",163,73,90
"Nopaltepec","7 Años",170,82,88
"Nopaltepec","8 Años",164,94,70
"Nopaltepec","9 Años",171,86,85
"Nopaltepec","10 Años",191,100,91
"Nopaltepec","11 Años",187,100,87
"Nopaltepec","12 Años",172,74,98
"Nopaltepec","13 Años",224,116,108
"Nopaltepec","14 Años",201,101,100
"Nopaltepec","15 Años",197,95,102
"Nopaltepec","16 Años",167,77,90
"Nopaltepec","17 Años",226,114,112
"Nopaltepec","18 Años",196,105,91
"Nopaltepec","19 Años",188,90,98
"Nopaltepec","20 Años",218,115,103
"Nopaltepec","21 Años",151,74,77
"Nopaltepec","22 Años",190,94,96
"Nopaltepec","23 Años",157,77,80
"Nopaltepec","24 Años",164,90,74
"Ocoyoacac","Total",72103,35221,36882
"Ocoyoacac","3 Años",1143,622,521
"Ocoyoacac","4 Años",1202,580,622
"Ocoyoacac","5 Años",1177,598,579
"Ocoyoacac","6 Años",1110,550,560
"Ocoyoacac","7 Años",1144,584,560
"Ocoyoacac","8 Años",1258,654,604
"Ocoyoacac","9 Años",1160,570,590
"Ocoyoacac","10 Años",1274,680,594
"Ocoyoacac","11 Años",1260,640,620
"Ocoyoacac","12 Años",1350,635,715
"Ocoyoacac","13 Años",1233,643,590
"Ocoyoacac","14 Años",1226,651,575
"Ocoyoacac","15 Años",1261,616,645
"Ocoyoacac","16 Años",1183,594,589
"Ocoyoacac","17 Años",1355,703,652
"Ocoyoacac","18 Años",1397,702,695
"Ocoyoacac","19 Años",1196,602,594
"Ocoyoacac","20 Años",1384,706,678
"Ocoyoacac","21 Años",1127,537,590
"Ocoyoacac","22 Años",1221,610,611
"Ocoyoacac","23 Años",1149,580,569
"Ocoyoacac","24 Años",1187,563,624
"Ocuilan","Total",36223,17645,18578
"Ocuilan","3 Años",756,375,381
"Ocuilan","4 Años",729,372,357
"Ocuilan","5 Años",751,378,373
"Ocuilan","6 Años",772,389,383
"Ocuilan","7 Años",766,372,394
"Ocuilan","8 Años",783,393,390
"Ocuilan","9 Años",763,372,391
"Ocuilan","10 Años",801,432,369
"Ocuilan","11 Años",750,364,386
"Ocuilan","12 Años",734,371,363
"Ocuilan","13 Años",729,357,372
"Ocuilan","14 Años",746,381,365
"Ocuilan","15 Años",744,377,367
"Ocuilan","16 Años",714,345,369
"Ocuilan","17 Años",737,386,351
"Ocuilan","18 Años",698,356,342
"Ocuilan","19 Años",667,340,327
"Ocuilan","20 Años",730,363,367
"Ocuilan","21 Años",549,271,278
"Ocuilan","22 Años",661,311,350
"Ocuilan","23 Años",611,282,329
"Ocuilan","24 Años",622,300,322
"Otumba","Total",36331,18197,18134
"Otumba","3 Años",600,287,313
"Otumba","4 Años",616,305,311
"Otumba","5 Años",579,291,288
"Otumba","6 Años",568,285,283
"Otumba","7 Años",597,309,288
"Otumba","8 Años",630,324,306
"Otumba","9 Años",645,342,303
"Otumba","10 Años",694,374,320
"Otumba","11 Años",608,309,299
"Otumba","12 Años",678,343,335
"Otumba","13 Años",682,370,312
"Otumba","14 Años",636,322,314
"Otumba","15 Años",655,333,322
"Otumba","16 Años",611,302,309
"Otumba","17 Años",679,343,336
"Otumba","18 Años",625,311,314
"Otumba","19 Años",636,336,300
"Otumba","20 Años",698,352,346
"Otumba","21 Años",543,277,266
"Otumba","22 Años",648,320,328
"Otumba","23 Años",611,303,308
"Otumba","24 Años",591,292,299
"Otzoloapan","Total",4891,2397,2494
"Otzoloapan","3 Años",101,41,60
"Otzoloapan","4 Años",102,47,55
"Otzoloapan","5 Años",104,41,63
"Otzoloapan","6 Años",106,60,46
"Otzoloapan","7 Años",106,54,52
"Otzoloapan","8 Años",120,77,43
"Otzoloapan","9 Años",120,61,59
"Otzoloapan","10 Años",139,71,68
"Otzoloapan","11 Años",104,55,49
"Otzoloapan","12 Años",115,59,56
"Otzoloapan","13 Años",107,58,49
"Otzoloapan","14 Años",101,50,51
"Otzoloapan","15 Años",97,51,46
"Otzoloapan","16 Años",81,35,46
"Otzoloapan","17 Años",90,45,45
"Otzoloapan","18 Años",93,43,50
"Otzoloapan","19 Años",77,38,39
"Otzoloapan","20 Años",81,38,43
"Otzoloapan","21 Años",62,29,33
"Otzoloapan","22 Años",77,45,32
"Otzoloapan","23 Años",66,31,35
"Otzoloapan","24 Años",96,44,52
"Otzolotepec","Total",88783,43447,45336
"Otzolotepec","3 Años",1575,790,785
"Otzolotepec","4 Años",1519,776,743
"Otzolotepec","5 Años",1522,778,744
"Otzolotepec","6 Años",1505,756,749
"Otzolotepec","7 Años",1596,788,808
"Otzolotepec","8 Años",1721,880,841
"Otzolotepec","9 Años",1604,793,811
"Otzolotepec","10 Años",1767,883,884
"Otzolotepec","11 Años",1708,852,856
"Otzolotepec","12 Años",1867,949,918
"Otzolotepec","13 Años",1778,895,883
"Otzolotepec","14 Años",1722,859,863
"Otzolotepec","15 Años",1789,892,897
"Otzolotepec","16 Años",1748,924,824
"Otzolotepec","17 Años",1849,950,899
"Otzolotepec","18 Años",1835,893,942
"Otzolotepec","19 Años",1592,789,803
"Otzolotepec","20 Años",1910,966,944
"Otzolotepec","21 Años",1496,735,761
"Otzolotepec","22 Años",1590,832,758
"Otzolotepec","23 Años",1525,762,763
"Otzolotepec","24 Años",1445,700,745
"Ozumba","Total",30785,14752,16033
"Ozumba","3 Años",564,268,296
"Ozumba","4 Años",567,288,279
"Ozumba","5 Años",615,308,307
"Ozumba","6 Años",545,270,275
"Ozumba","7 Años",533,281,252
"Ozumba","8 Años",554,293,261
"Ozumba","9 Años",547,278,269
"Ozumba","10 Años",589,311,278
"Ozumba","11 Años",551,286,265
"Ozumba","12 Años",528,263,265
"Ozumba","13 Años",533,260,273
"Ozumba","14 Años",523,251,272
"Ozumba","15 Años",553,296,257
"Ozumba","16 Años",524,265,259
"Ozumba","17 Años",567,277,290
"Ozumba","18 Años",564,293,271
"Ozumba","19 Años",490,248,242
"Ozumba","20 Años",599,287,312
"Ozumba","21 Años",433,212,221
"Ozumba","22 Años",590,292,298
"Ozumba","23 Años",520,263,257
"Ozumba","24 Años",550,282,268
"Papalotla","Total",4862,2338,2524
"Papalotla","3 Años",90,41,49
"Papalotla","4 Años",75,45,30
"Papalotla","5 Años",80,43,37
"Papalotla","6 Años",69,33,36
"Papalotla","7 Años",79,44,35
"Papalotla","8 Años",89,47,42
"Papalotla","9 Años",83,43,40
"Papalotla","10 Años",89,43,46
"Papalotla","11 Años",72,35,37
"Papalotla","12 Años",76,33,43
"Papalotla","13 Años",82,41,41
"Papalotla","14 Años",87,39,48
"Papalotla","15 Años",98,53,45
"Papalotla","16 Años",78,40,38
"Papalotla","17 Años",87,40,47
"Papalotla","18 Años",92,42,50
"Papalotla","19 Años",88,51,37
"Papalotla","20 Años",72,39,33
"Papalotla","21 Años",77,40,37
"Papalotla","22 Años",91,46,45
"Papalotla","23 Años",78,40,38
"Papalotla","24 Años",87,52,35
"Polotitlán","Total",14985,7329,7656
"Polotitlán","3 Años",262,130,132
"Polotitlán","4 Años",290,147,143
"Polotitlán","5 Años",293,151,142
"Polotitlán","6 Años",247,124,123
"Polotitlán","7 Años",256,133,123
"Polotitlán","8 Años",281,144,137
"Polotitlán","9 Años",275,131,144
"Polotitlán","10 Años",302,160,142
"Polotitlán","11 Años",278,135,143
"Polotitlán","12 Años",266,136,130
"Polotitlán","13 Años",223,121,102
"Polotitlán","14 Años",273,134,139
"Polotitlán","15 Años",268,142,126
"Polotitlán","16 Años",251,123,128
"Polotitlán","17 Años",247,117,130
"Polotitlán","18 Años",238,130,108
"Polotitlán","19 Años",222,100,122
"Polotitlán","20 Años",278,154,124
"Polotitlán","21 Años",232,122,110
"Polotitlán","22 Años",245,120,125
"Polotitlán","23 Años",227,128,99
"Polotitlán","24 Años",241,115,126
"Rayón","Total",15972,7749,8223
"Rayón","3 Años",263,131,132
"Rayón","4 Años",288,136,152
"Rayón","5 Años",283,154,129
"Rayón","6 Años",278,135,143
"Rayón","7 Años",327,158,169
"Rayón","8 Años",291,145,146
"Rayón","9 Años",264,135,129
"Rayón","10 Años",329,181,148
"Rayón","11 Años",301,145,156
"Rayón","12 Años",335,172,163
"Rayón","13 Años",311,147,164
"Rayón","14 Años",315,146,169
"Rayón","15 Años",324,177,147
"Rayón","16 Años",284,157,127
"Rayón","17 Años",302,147,155
"Rayón","18 Años",323,160,163
"Rayón","19 Años",279,146,133
"Rayón","20 Años",327,163,164
"Rayón","21 Años",240,116,124
"Rayón","22 Años",262,131,131
"Rayón","23 Años",263,125,138
"Rayón","24 Años",262,136,126
"San Antonio la Isla","Total",31962,15421,16541
"San Antonio la Isla","3 Años",538,256,282
"San Antonio la Isla","4 Años",547,274,273
"San Antonio la Isla","5 Años",572,304,268
"San Antonio la Isla","6 Años",583,308,275
"San Antonio la Isla","7 Años",590,281,309
"San Antonio la Isla","8 Años",632,324,308
"San Antonio la Isla","9 Años",599,300,299
"San Antonio la Isla","10 Años",683,328,355
"San Antonio la Isla","11 Años",615,287,328
"San Antonio la Isla","12 Años",673,359,314
"San Antonio la Isla","13 Años",647,321,326
"San Antonio la Isla","14 Años",618,305,313
"San Antonio la Isla","15 Años",617,313,304
"San Antonio la Isla","16 Años",594,291,303
"San Antonio la Isla","17 Años",645,313,332
"San Antonio la Isla","18 Años",640,324,316
"San Antonio la Isla","19 Años",519,259,260
"San Antonio la Isla","20 Años",578,285,293
"San Antonio la Isla","21 Años",466,211,255
"San Antonio la Isla","22 Años",507,255,252
"San Antonio la Isla","23 Años",496,233,263
"San Antonio la Isla","24 Años",456,231,225
"San Felipe del Progreso","Total",144924,69328,75596
"San Felipe del Progreso","3 Años",3234,1680,1554
"San Felipe del Progreso","4 Años",3208,1608,1600
"San Felipe del Progreso","5 Años",3202,1610,1592
"San Felipe del Progreso","6 Años",3003,1492,1511
"San Felipe del Progreso","7 Años",3043,1534,1509
"San Felipe del Progreso","8 Años",3242,1648,1594
"San Felipe del Progreso","9 Años",2984,1506,1478
"San Felipe del Progreso","10 Años",3311,1722,1589
"San Felipe del Progreso","11 Años",3083,1535,1548
"San Felipe del Progreso","12 Años",3157,1537,1620
"San Felipe del Progreso","13 Años",3199,1598,1601
"San Felipe del Progreso","14 Años",3268,1588,1680
"San Felipe del Progreso","15 Años",3168,1562,1606
"San Felipe del Progreso","16 Años",3059,1466,1593
"San Felipe del Progreso","17 Años",3298,1675,1623
"San Felipe del Progreso","18 Años",3305,1665,1640
"San Felipe del Progreso","19 Años",2654,1261,1393
"San Felipe del Progreso","20 Años",3021,1467,1554
"San Felipe del Progreso","21 Años",2488,1202,1286
"San Felipe del Progreso","22 Años",2833,1387,1446
"San Felipe del Progreso","23 Años",2473,1163,1310
"San Felipe del Progreso","24 Años",2746,1333,1413
"San José del Rincón","Total",100082,49033,51049
"San José del Rincón","3 Años",2440,1205,1235
"San José del Rincón","4 Años",2395,1185,1210
"San José del Rincón","5 Años",2299,1145,1154
"San José del Rincón","6 Años",2204,1093,1111
"San José del Rincón","7 Años",2228,1092,1136
"San José del Rincón","8 Años",2330,1163,1167
"San José del Rincón","9 Años",2142,1042,1100
"San José del Rincón","10 Años",2381,1206,1175
"San José del Rincón","11 Años",2282,1177,1105
"San José del Rincón","12 Años",2307,1146,1161
"San José del Rincón","13 Años",2312,1181,1131
"San José del Rincón","14 Años",2249,1132,1117
"San José del Rincón","15 Años",2311,1149,1162
"San José del Rincón","16 Años",2200,1081,1119
"San José del Rincón","17 Años",2405,1217,1188
"San José del Rincón","18 Años",2238,1134,1104
"San José del Rincón","19 Años",1904,958,946
"San José del Rincón","20 Años",2133,1099,1034
"San José del Rincón","21 Años",1664,817,847
"San José del Rincón","22 Años",1975,996,979
"San José del Rincón","23 Años",1858,895,963
"San José del Rincón","24 Años",1901,978,923
"San Martín de las Pirámides","Total",29182,14268,14914
"San Martín de las Pirámides","3 Años",472,245,227
"San Martín de las Pirámides","4 Años",507,247,260
"San Martín de las Pirámides","5 Años",477,250,227
"San Martín de las Pirámides","6 Años",462,233,229
"San Martín de las Pirámides","7 Años",504,250,254
"San Martín de las Pirámides","8 Años",458,242,216
"San Martín de las Pirámides","9 Años",447,245,202
"San Martín de las Pirámides","10 Años",510,271,239
"San Martín de las Pirámides","11 Años",449,240,209
"San Martín de las Pirámides","12 Años",481,248,233
"San Martín de las Pirámides","13 Años",514,256,258
"San Martín de las Pirámides","14 Años",484,229,255
"San Martín de las Pirámides","15 Años",549,250,299
"San Martín de las Pirámides","16 Años",529,267,262
"San Martín de las Pirámides","17 Años",609,320,289
"San Martín de las Pirámides","18 Años",583,300,283
"San Martín de las Pirámides","19 Años",465,225,240
"San Martín de las Pirámides","20 Años",510,257,253
"San Martín de las Pirámides","21 Años",464,237,227
"San Martín de las Pirámides","22 Años",506,265,241
"San Martín de las Pirámides","23 Años",483,230,253
"San Martín de las Pirámides","24 Años",487,240,247
"San Mateo Atenco","Total",97418,47481,49937
"San Mateo Atenco","3 Años",1747,874,873
"San Mateo Atenco","4 Años",1800,919,881
"San Mateo Atenco","5 Años",1690,846,844
"San Mateo Atenco","6 Años",1635,801,834
"San Mateo Atenco","7 Años",1707,883,824
"San Mateo Atenco","8 Años",1793,915,878
"San Mateo Atenco","9 Años",1635,821,814
"San Mateo Atenco","10 Años",1887,943,944
"San Mateo Atenco","11 Años",1678,888,790
"San Mateo Atenco","12 Años",1777,867,910
"San Mateo Atenco","13 Años",1732,880,852
"San Mateo Atenco","14 Años",1691,821,870
"San Mateo Atenco","15 Años",1835,901,934
"San Mateo Atenco","16 Años",1684,816,868
"San Mateo Atenco","17 Años",1894,928,966
"San Mateo Atenco","18 Años",1909,950,959
"San Mateo Atenco","19 Años",1631,799,832
"San Mateo Atenco","20 Años",1936,969,967
"San Mateo Atenco","21 Años",1572,796,776
"San Mateo Atenco","22 Años",1734,897,837
"San Mateo Atenco","23 Años",1584,794,790
"San Mateo Atenco","24 Años",1625,789,836
"San Simón de Guerrero","Total",6692,3253,3439
"San Simón de Guerrero","3 Años",144,79,65
"San Simón de Guerrero","4 Años",151,69,82
"San Simón de Guerrero","5 Años",135,71,64
"San Simón de Guerrero","6 Años",119,66,53
"San Simón de Guerrero","7 Años",134,68,66
"San Simón de Guerrero","8 Años",133,71,62
"San Simón de Guerrero","9 Años",148,70,78
"San Simón de Guerrero","10 Años",154,76,78
"San Simón de Guerrero","11 Años",133,72,61
"San Simón de Guerrero","12 Años",126,67,59
"San Simón de Guerrero","13 Años",133,72,61
"San Simón de Guerrero","14 Años",162,81,81
"San Simón de Guerrero","15 Años",145,68,77
"San Simón de Guerrero","16 Años",117,57,60
"San Simón de Guerrero","17 Años",153,80,73
"San Simón de Guerrero","18 Años",130,74,56
"San Simón de Guerrero","19 Años",126,58,68
"San Simón de Guerrero","20 Años",114,58,56
"San Simón de Guerrero","21 Años",109,63,46
"San Simón de Guerrero","22 Años",110,56,54
"San Simón de Guerrero","23 Años",97,43,54
"San Simón de Guerrero","24 Años",83,33,50
"Santo Tomás","Total",9729,4836,4893
"Santo Tomás","3 Años",201,98,103
"Santo Tomás","4 Años",197,102,95
"Santo Tomás","5 Años",197,120,77
"Santo Tomás","6 Años",194,106,88
"Santo Tomás","7 Años",187,99,88
"Santo Tomás","8 Años",176,87,89
"Santo Tomás","9 Años",209,93,116
"Santo Tomás","10 Años",195,105,90
"Santo Tomás","11 Años",201,100,101
"Santo Tomás","12 Años",188,101,87
"Santo Tomás","13 Años",155,71,84
"Santo Tomás","14 Años",177,87,90
"Santo Tomás","15 Años",169,96,73
"Santo Tomás","16 Años",207,99,108
"Santo Tomás","17 Años",158,80,78
"Santo Tomás","18 Años",188,98,90
"Santo Tomás","19 Años",168,74,94
"Santo Tomás","20 Años",185,83,102
"Santo Tomás","21 Años",131,69,62
"Santo Tomás","22 Años",157,80,77
"Santo Tomás","23 Años",136,67,69
"Santo Tomás","24 Años",167,85,82
"Soyaniquilpan de Juárez","Total",14323,7103,7220
"Soyaniquilpan de Juárez","3 Años",286,152,134
"Soyaniquilpan de Juárez","4 Años",263,135,128
"Soyaniquilpan de Juárez","5 Años",254,136,118
"Soyaniquilpan de Juárez","6 Años",249,135,114
"Soyaniquilpan de Juárez","7 Años",284,153,131
"Soyaniquilpan de Juárez","8 Años",288,155,133
"Soyaniquilpan de Juárez","9 Años",273,142,131
"Soyaniquilpan de Juárez","10 Años",272,130,142
"Soyaniquilpan de Juárez","11 Años",240,117,123
"Soyaniquilpan de Juárez","12 Años",262,128,134
"Soyaniquilpan de Juárez","13 Años",276,139,137
"Soyaniquilpan de Juárez","14 Años",257,122,135
"Soyaniquilpan de Juárez","15 Años",247,136,111
"Soyaniquilpan de Juárez","16 Años",262,122,140
"Soyaniquilpan de Juárez","17 Años",237,131,106
"Soyaniquilpan de Juárez","18 Años",268,136,132
"Soyaniquilpan de Juárez","19 Años",217,104,113
"Soyaniquilpan de Juárez","20 Años",230,120,110
"Soyaniquilpan de Juárez","21 Años",204,103,101
"Soyaniquilpan de Juárez","22 Años",226,104,122
"Soyaniquilpan de Juárez","23 Años",202,95,107
"Soyaniquilpan de Juárez","24 Años",239,124,115
"Sultepec","Total",24145,11438,12707
"Sultepec","3 Años",511,272,239
"Sultepec","4 Años",503,244,259
"Sultepec","5 Años",504,244,260
"Sultepec","6 Años",504,248,256
"Sultepec","7 Años",558,256,302
"Sultepec","8 Años",565,284,281
"Sultepec","9 Años",576,302,274
"Sultepec","10 Años",564,272,292
"Sultepec","11 Años",485,240,245
"Sultepec","12 Años",549,273,276
"Sultepec","13 Años",519,259,260
"Sultepec","14 Años",519,265,254
"Sultepec","15 Años",481,232,249
"Sultepec","16 Años",444,214,230
"Sultepec","17 Años",482,250,232
"Sultepec","18 Años",504,258,246
"Sultepec","19 Años",362,169,193
"Sultepec","20 Años",431,173,258
"Sultepec","21 Años",310,153,157
"Sultepec","22 Años",366,173,193
"Sultepec","23 Años",349,169,180
"Sultepec","24 Años",325,133,192
"Tecámac","Total",547503,265520,281983
"Tecámac","3 Años",7958,4030,3928
"Tecámac","4 Años",8134,4074,4060
"Tecámac","5 Años",8620,4336,4284
"Tecámac","6 Años",8869,4508,4361
"Tecámac","7 Años",9219,4699,4520
"Tecámac","8 Años",9712,4976,4736
"Tecámac","9 Años",9264,4670,4594
"Tecámac","10 Años",10798,5438,5360
"Tecámac","11 Años",9547,4895,4652
"Tecámac","12 Años",10623,5383,5240
"Tecámac","13 Años",9944,5092,4852
"Tecámac","14 Años",9995,4990,5005
"Tecámac","15 Años",10487,5304,5183
"Tecámac","16 Años",9626,4906,4720
"Tecámac","17 Años",10229,5195,5034
"Tecámac","18 Años",10398,5347,5051
"Tecámac","19 Años",8849,4369,4480
"Tecámac","20 Años",9945,4915,5030
"Tecámac","21 Años",8127,4119,4008
"Tecámac","22 Años",8721,4347,4374
"Tecámac","23 Años",8412,4145,4267
"Tecámac","24 Años",7953,3859,4094
"Tejupilco","Total",79282,38008,41274
"Tejupilco","3 Años",1701,861,840
"Tejupilco","4 Años",1751,885,866
"Tejupilco","5 Años",1719,862,857
"Tejupilco","6 Años",1685,813,872
"Tejupilco","7 Años",1774,911,863
"Tejupilco","8 Años",1811,949,862
"Tejupilco","9 Años",1741,883,858
"Tejupilco","10 Años",1703,873,830
"Tejupilco","11 Años",1629,822,807
"Tejupilco","12 Años",1589,804,785
"Tejupilco","13 Años",1640,799,841
"Tejupilco","14 Años",1628,848,780
"Tejupilco","15 Años",1691,811,880
"Tejupilco","16 Años",1512,769,743
"Tejupilco","17 Años",1571,772,799
"Tejupilco","18 Años",1654,795,859
"Tejupilco","19 Años",1415,677,738
"Tejupilco","20 Años",1503,708,795
"Tejupilco","21 Años",1323,638,685
"Tejupilco","22 Años",1362,635,727
"Tejupilco","23 Años",1337,617,720
"Tejupilco","24 Años",1293,589,704
"Temamatla","Total",14130,6928,7202
"Temamatla","3 Años",272,125,147
"Temamatla","4 Años",278,147,131
"Temamatla","5 Años",273,144,129
"Temamatla","6 Años",264,137,127
"Temamatla","7 Años",284,157,127
"Temamatla","8 Años",261,131,130
"Temamatla","9 Años",232,116,116
"Temamatla","10 Años",309,156,153
"Temamatla","11 Años",264,137,127
"Temamatla","12 Años",266,127,139
"Temamatla","13 Años",285,159,126
"Temamatla","14 Años",274,140,134
"Temamatla","15 Años",238,122,116
"Temamatla","16 Años",240,127,113
"Temamatla","17 Años",263,117,146
"Temamatla","18 Años",277,149,128
"Temamatla","19 Años",209,86,123
"Temamatla","20 Años",268,118,150
"Temamatla","21 Años",160,82,78
"Temamatla","22 Años",242,114,128
"Temamatla","23 Años",204,97,107
"Temamatla","24 Años",233,122,111
"Temascalapa","Total",43593,21374,22219
"Temascalapa","3 Años",741,359,382
"Temascalapa","4 Años",814,428,386
"Temascalapa","5 Años",802,403,399
"Temascalapa","6 Años",732,388,344
"Temascalapa","7 Años",718,353,365
"Temascalapa","8 Años",823,418,405
"Temascalapa","9 Años",756,384,372
